"booking_service_id","booking_id","service_id","quantity","unit_price_inr","base_amount_inr","gst_amount_inr","total_price_inr","service_date","service_time","status","staff_assigned","special_instructions","guest_rating","guest_feedback","created_at","updated_at"
"BS000482","IND004507","SVC0252",1,"4660.97","4660.97","838.97","5499.94","2025-10-07","16:39:00","Pending","EMP0115","Vegetarian preference",NULL,"Average experience","2025-10-04 22:06:40","2025-10-07 18:06:40"
"BS000483","IND004773","SVC0103",2,"7355.90","14711.80","2648.12","17359.92","2025-08-19","18:39:00","Pending","EMP0732","Vegetarian preference",NULL,"Highly recommended","2025-08-18 04:06:40","2025-08-19 18:06:40"
"BS000484","IND000197","SVC0263",3,"6230.29","18690.87","3364.36","22055.23","2025-10-09","19:42:00","Pending","EMP0780","None",NULL,"Good service","2025-10-08 10:06:40","2025-10-09 18:06:40"
"BS000485","IND002399","SVC0078",1,"1970.86","1970.86","354.75","2325.61","2025-07-14","09:08:00","Cancelled","EMP0650","Early morning service",5,NULL,"2025-07-12 02:06:40","2025-07-14 18:06:40"
"BS000486","IND002662","SVC0138",3,"3084.06","9252.18","1665.39","10917.57","2025-08-20","23:01:00","Cancelled","EMP0629","Private session",NULL,"Satisfied","2025-08-18 21:06:40","2025-08-20 18:06:40"
"BS000487","IND000204","SVC0075",4,"6652.71","26610.84","4789.95","31400.79","2025-08-24","11:45:00","Cancelled","EMP0019","None",3,"Outstanding","2025-08-23 13:06:40","2025-08-24 18:06:40"
"BS000488","IND004475","SVC0078",4,"7545.09","30180.36","5432.46","35612.82","2025-09-30","07:47:00","In Progress","EMP0067","Traditional setup",3,"Satisfied","2025-09-28 10:06:40","2025-09-30 18:06:40"
"BS000489","IND001316","SVC0025",3,"961.27","2883.81","519.09","3402.90","2025-08-03","18:48:00","Confirmed","EMP0742","Early morning service",5,NULL,"2025-08-03 02:06:40","2025-08-03 18:06:40"
"BS000490","IND001996","SVC0070",2,"7256.34","14512.68","2612.28","17124.96","2025-09-09","17:25:00","Cancelled","EMP0234","Late evening service",NULL,"Outstanding","2025-09-07 19:06:40","2025-09-09 18:06:40"
"BS000491","IND001030","SVC0217",1,"341.07","341.07","61.39","402.46","2025-08-23","20:40:00","Cancelled","EMP0061","Late evening service",4,"Very good experience","2025-08-23 07:06:40","2025-08-23 18:06:40"
"BS000492","IND001238","SVC0242",5,"3095.85","15479.25","2786.26","18265.51","2025-07-08","10:47:00","Confirmed","EMP0596","Early morning service",NULL,NULL,"2025-07-08 15:06:40","2025-07-08 18:06:40"
"BS000493","IND000248","SVC0180",3,"668.67","2006.01","361.08","2367.09","2025-10-15","08:04:00","Pending","EMP0183","Traditional setup",NULL,"Highly recommended","2025-10-13 12:06:40","2025-10-15 18:06:40"
"BS000494","IND003819","SVC0053",5,"3005.60","15028.00","2705.04","17733.04","2025-10-18","13:23:00","Cancelled","EMP0306","English speaking staff",NULL,NULL,"2025-10-18 16:06:40","2025-10-18 18:06:40"
"BS000495","IND001291","SVC0124",4,"7856.87","31427.48","5656.95","37084.43","2025-07-21","09:18:00","Pending","EMP0054","Group service",NULL,"Excellent service","2025-07-18 18:06:40","2025-07-21 18:06:40"
"BS000496","IND003646","SVC0043",3,"2246.49","6739.47","1213.10","7952.57","2025-10-11","16:55:00","Cancelled","EMP0527","Quiet service please",NULL,"Outstanding","2025-10-09 13:06:40","2025-10-11 18:06:40"
"BS000497","IND004029","SVC0298",2,"3175.38","6350.76","1143.14","7493.90","2025-10-02","11:33:00","Completed","EMP0773","Private session",5,"Satisfied","2025-10-01 22:06:40","2025-10-02 18:06:40"
"BS000498","IND003023","SVC0038",1,"1262.02","1262.02","227.16","1489.18","2025-10-03","08:36:00","In Progress","EMP0688","None",NULL,"Excellent service","2025-10-02 10:06:40","2025-10-03 18:06:40"
"BS000499","IND001160","SVC0109",3,"6722.70","20168.10","3630.26","23798.36","2025-07-29","17:56:00","Cancelled","EMP0481","Group service",NULL,"Highly recommended","2025-07-26 18:06:40","2025-07-29 18:06:40"
"BS000500","IND004737","SVC0257",5,"5893.83","29469.15","5304.45","34773.60","2025-09-22","18:49:00","Confirmed","EMP0287","Hindi speaking staff",5,"Average experience","2025-09-19 19:06:40","2025-09-22 18:06:40"
"BS000501","IND003654","SVC0140",1,"5467.68","5467.68","984.18","6451.86","2025-07-31","14:17:00","Cancelled","EMP0394","Group service",NULL,"Satisfied","2025-07-30 19:06:40","2025-07-31 18:06:40"
"BS000502","IND002854","SVC0236",4,"2467.88","9871.52","1776.87","11648.39","2025-09-27","21:45:00","Cancelled","EMP0768","Extra towels requested",NULL,"Good service","2025-09-25 06:06:40","2025-09-27 18:06:40"
"BS000503","IND001415","SVC0208",1,"1452.49","1452.49","261.45","1713.94","2025-09-11","08:40:00","In Progress","EMP0473","None",5,"Very good experience","2025-09-11 12:06:40","2025-09-11 18:06:40"
"BS000504","IND001995","SVC0233",3,"3860.33","11580.99","2084.58","13665.57","2025-09-19","12:03:00","In Progress","EMP0100","Early morning service",NULL,"Very good experience","2025-09-19 15:06:40","2025-09-19 18:06:40"
"BS000505","IND002688","SVC0168",1,"6835.99","6835.99","1230.48","8066.47","2025-09-04","22:34:00","Confirmed","EMP0397","Early morning service",4,"Outstanding","2025-09-03 06:06:40","2025-09-04 18:06:40"
"BS000506","IND004648","SVC0284",5,"4330.22","21651.10","3897.20","25548.30","2025-07-17","06:55:00","Pending","EMP0111","Call before arrival",3,"Average experience","2025-07-14 18:06:40","2025-07-17 18:06:40"
"BS000507","IND000527","SVC0229",4,"5354.88","21419.52","3855.51","25275.03","2025-07-23","12:32:00","Pending","EMP0294","English speaking staff",3,NULL,"2025-07-22 15:06:40","2025-07-23 18:06:40"
"BS000508","IND002165","SVC0179",4,"1457.78","5831.12","1049.60","6880.72","2025-09-14","17:18:00","Pending","EMP0338","Quiet service please",NULL,"Outstanding","2025-09-12 23:06:40","2025-09-14 18:06:40"
"BS000509","IND004785","SVC0169",5,"7421.40","37107.00","6679.26","43786.26","2025-09-29","15:29:00","Pending","EMP0664","Hindi speaking staff",4,"Highly recommended","2025-09-27 02:06:40","2025-09-29 18:06:40"
"BS000510","IND002917","SVC0133",4,"4927.94","19711.76","3548.12","23259.88","2025-09-01","21:29:00","In Progress","EMP0675","Group service",3,"Excellent service","2025-08-30 08:06:40","2025-09-01 18:06:40"
"BS000511","IND004117","SVC0249",3,"1095.38","3286.14","591.51","3877.65","2025-08-26","08:05:00","In Progress","EMP0369","No spicy food",3,"Outstanding","2025-08-24 01:06:40","2025-08-26 18:06:40"
"BS000512","IND000338","SVC0150",3,"5793.69","17381.07","3128.59","20509.66","2025-09-04","08:41:00","Cancelled","EMP0214","Quiet service please",NULL,"Excellent service","2025-09-04 14:06:40","2025-09-04 18:06:40"
"BS000513","IND000552","SVC0242",1,"5153.90","5153.90","927.70","6081.60","2025-10-11","09:16:00","In Progress","EMP0721","No spicy food",4,"Outstanding","2025-10-09 00:06:40","2025-10-11 18:06:40"
"BS000514","IND000491","SVC0241",5,"5103.27","25516.35","4592.94","30109.29","2025-08-24","19:17:00","In Progress","EMP0678","Early morning service",5,"Good service","2025-08-24 12:06:40","2025-08-24 18:06:40"
"BS000515","IND004150","SVC0112",1,"4947.12","4947.12","890.48","5837.60","2025-08-21","08:28:00","Completed","EMP0706","English speaking staff",3,"Very good experience","2025-08-20 22:06:40","2025-08-21 18:06:40"
"BS000516","IND004277","SVC0034",1,"5348.49","5348.49","962.73","6311.22","2025-06-21","10:50:00","Pending","EMP0596","Quiet service please",NULL,"Average experience","2025-06-19 18:06:40","2025-06-21 18:06:40"
"BS000517","IND003367","SVC0280",2,"7518.25","15036.50","2706.57","17743.07","2025-10-03","10:27:00","In Progress","EMP0550","Early morning service",4,"Highly recommended","2025-10-03 00:06:40","2025-10-03 18:06:40"
"BS000518","IND003971","SVC0091",5,"5784.96","28924.80","5206.46","34131.26","2025-09-05","23:51:00","Completed","EMP0753","Quiet service please",NULL,"Average experience","2025-09-03 16:06:40","2025-09-05 18:06:40"
"BS000519","IND003717","SVC0162",2,"7829.92","15659.84","2818.77","18478.61","2025-07-24","13:16:00","In Progress","EMP0629","Group service",5,NULL,"2025-07-21 20:06:40","2025-07-24 18:06:40"
"BS000520","IND002726","SVC0216",5,"7581.20","37906.00","6823.08","44729.08","2025-09-14","23:08:00","Cancelled","EMP0794","English speaking staff",NULL,"Highly recommended","2025-09-13 22:06:40","2025-09-14 18:06:40"
"BS000521","IND004634","SVC0095",2,"3847.29","7694.58","1385.02","9079.60","2025-07-13","08:11:00","Pending","EMP0526","Vegetarian preference",3,"Good service","2025-07-11 09:06:40","2025-07-13 18:06:40"
"BS000522","IND000984","SVC0110",4,"1936.17","7744.68","1394.04","9138.72","2025-07-25","10:59:00","Completed","EMP0796","Quiet service please",4,"Highly recommended","2025-07-24 07:06:40","2025-07-25 18:06:40"
"BS000523","IND002155","SVC0034",1,"1956.23","1956.23","352.12","2308.35","2025-08-26","09:24:00","Cancelled","EMP0445","Quiet service please",5,"Good service","2025-08-25 13:06:40","2025-08-26 18:06:40"
"BS000524","IND002065","SVC0266",2,"599.50","1199.00","215.82","1414.82","2025-07-03","21:51:00","Cancelled","EMP0557","Hindi speaking staff",4,"Average experience","2025-07-02 18:06:40","2025-07-03 18:06:40"
"BS000525","IND000393","SVC0273",1,"2043.15","2043.15","367.77","2410.92","2025-09-27","22:13:00","Completed","EMP0792","Hindi speaking staff",4,"Average experience","2025-09-25 20:06:40","2025-09-27 18:06:40"
"BS000526","IND003788","SVC0145",4,"3457.43","13829.72","2489.35","16319.07","2025-06-25","17:41:00","In Progress","EMP0308","Hindi speaking staff",NULL,"Average experience","2025-06-23 20:06:40","2025-06-25 18:06:40"
"BS000527","IND002030","SVC0260",4,"7123.07","28492.28","5128.61","33620.89","2025-06-29","20:57:00","Pending","EMP0225","Group service",4,"Good service","2025-06-29 13:06:40","2025-06-29 18:06:40"
"BS000528","IND003802","SVC0177",2,"6156.77","12313.54","2216.44","14529.98","2025-08-14","09:58:00","In Progress","EMP0378","Call before arrival",4,"Outstanding","2025-08-14 13:06:40","2025-08-14 18:06:40"
"BS000529","IND000216","SVC0177",4,"7989.63","31958.52","5752.53","37711.05","2025-07-21","11:27:00","Cancelled","EMP0320","Quiet service please",5,"Good service","2025-07-19 17:06:40","2025-07-21 18:06:40"
"BS000530","IND001031","SVC0088",2,"3131.25","6262.50","1127.25","7389.75","2025-06-27","22:52:00","In Progress","EMP0694","Vegetarian preference",NULL,NULL,"2025-06-27 06:06:40","2025-06-27 18:06:40"
"BS000531","IND001546","SVC0155",1,"4323.13","4323.13","778.16","5101.29","2025-06-28","14:33:00","Pending","EMP0137","Extra towels requested",NULL,"Very good experience","2025-06-28 14:06:40","2025-06-28 18:06:40"
"BS000532","IND000337","SVC0005",1,"1307.23","1307.23","235.30","1542.53","2025-08-10","10:18:00","In Progress","EMP0098","Late evening service",NULL,"Average experience","2025-08-10 09:06:40","2025-08-10 18:06:40"
"BS000533","IND003716","SVC0035",1,"4419.38","4419.38","795.49","5214.87","2025-09-15","13:30:00","Confirmed","EMP0630","Vegetarian preference",4,"Good service","2025-09-12 23:06:40","2025-09-15 18:06:40"
"BS000534","IND004931","SVC0151",1,"2796.96","2796.96","503.45","3300.41","2025-07-29","06:32:00","In Progress","EMP0101","No spicy food",NULL,"Satisfied","2025-07-27 04:06:40","2025-07-29 18:06:40"
"BS000535","IND003605","SVC0173",2,"4421.73","8843.46","1591.82","10435.28","2025-07-18","12:08:00","Completed","EMP0424","Early morning service",3,"Very good experience","2025-07-15 21:06:40","2025-07-18 18:06:40"
"BS000536","IND004527","SVC0170",3,"5877.39","17632.17","3173.79","20805.96","2025-09-24","21:10:00","Cancelled","EMP0541","Extra towels requested",4,"Excellent service","2025-09-22 14:06:40","2025-09-24 18:06:40"
"BS000537","IND004217","SVC0052",4,"7223.88","28895.52","5201.19","34096.71","2025-09-09","09:51:00","Pending","EMP0629","Call before arrival",5,"Excellent service","2025-09-08 07:06:40","2025-09-09 18:06:40"
"BS000538","IND003994","SVC0120",4,"1319.34","5277.36","949.92","6227.28","2025-09-21","15:18:00","Confirmed","EMP0163","Vegetarian preference",3,"Average experience","2025-09-19 22:06:40","2025-09-21 18:06:40"
"BS000539","IND000916","SVC0192",2,"7139.37","14278.74","2570.17","16848.91","2025-10-04","08:36:00","Confirmed","EMP0483","Early morning service",5,"Very good experience","2025-10-03 16:06:40","2025-10-04 18:06:40"
"BS000540","IND001327","SVC0272",1,"1415.08","1415.08","254.71","1669.79","2025-09-18","09:21:00","Cancelled","EMP0167","Early morning service",3,"Good service","2025-09-18 02:06:40","2025-09-18 18:06:40"
"BS000541","IND000289","SVC0086",1,"6675.14","6675.14","1201.53","7876.67","2025-07-07","09:01:00","Confirmed","EMP0390","Group service",NULL,NULL,"2025-07-06 17:06:40","2025-07-07 18:06:40"
"BS000542","IND002309","SVC0037",2,"7309.45","14618.90","2631.40","17250.30","2025-07-19","15:01:00","Cancelled","EMP0397","Hindi speaking staff",4,NULL,"2025-07-16 21:06:40","2025-07-19 18:06:40"
"BS000543","IND000720","SVC0041",4,"484.24","1936.96","348.65","2285.61","2025-10-04","16:02:00","Confirmed","EMP0090","No spicy food",NULL,"Very good experience","2025-10-04 04:06:40","2025-10-04 18:06:40"
"BS000544","IND000055","SVC0047",2,"1823.51","3647.02","656.46","4303.48","2025-10-13","21:54:00","In Progress","EMP0214","Hindi speaking staff",NULL,"Average experience","2025-10-10 22:06:40","2025-10-13 18:06:40"
"BS000545","IND003795","SVC0240",2,"4418.92","8837.84","1590.81","10428.65","2025-08-17","15:56:00","Pending","EMP0645","None",5,NULL,"2025-08-15 10:06:40","2025-08-17 18:06:40"
"BS000546","IND002488","SVC0273",1,"1888.70","1888.70","339.97","2228.67","2025-07-27","10:45:00","Completed","EMP0546","Hindi speaking staff",NULL,"Very good experience","2025-07-25 17:06:40","2025-07-27 18:06:40"
"BS000547","IND002891","SVC0198",3,"2238.68","6716.04","1208.89","7924.93","2025-06-26","07:24:00","Completed","EMP0196","Private session",5,"Very good experience","2025-06-26 03:06:40","2025-06-26 18:06:40"
"BS000548","IND001126","SVC0157",2,"1322.85","2645.70","476.23","3121.93","2025-08-24","14:56:00","Cancelled","EMP0052","Traditional setup",3,"Highly recommended","2025-08-23 01:06:40","2025-08-24 18:06:40"
"BS000549","IND002264","SVC0128",2,"7457.44","14914.88","2684.68","17599.56","2025-08-30","20:12:00","In Progress","EMP0573","Vegetarian preference",3,"Very good experience","2025-08-29 16:06:40","2025-08-30 18:06:40"
"BS000550","IND002654","SVC0056",3,"4045.88","12137.64","2184.78","14322.42","2025-07-19","08:03:00","In Progress","EMP0544","Private session",NULL,"Satisfied","2025-07-18 18:06:40","2025-07-19 18:06:40"
"BS000551","IND003895","SVC0050",2,"1756.17","3512.34","632.22","4144.56","2025-09-26","22:03:00","In Progress","EMP0467","Late evening service",4,"Very good experience","2025-09-25 06:06:40","2025-09-26 18:06:40"
"BS000552","IND004327","SVC0001",2,"3650.65","7301.30","1314.23","8615.53","2025-10-14","07:12:00","In Progress","EMP0301","Call before arrival",5,"Average experience","2025-10-12 07:06:40","2025-10-14 18:06:40"
"BS000553","IND001062","SVC0025",5,"2940.00","14700.00","2646.00","17346.00","2025-10-13","12:26:00","Cancelled","EMP0217","Traditional setup",4,"Outstanding","2025-10-12 19:06:40","2025-10-13 18:06:40"
"BS000554","IND002017","SVC0268",5,"4325.70","21628.50","3893.13","25521.63","2025-08-31","15:35:00","Cancelled","EMP0044","Private session",4,"Good service","2025-08-31 02:06:40","2025-08-31 18:06:40"
"BS000555","IND002674","SVC0235",2,"634.97","1269.94","228.59","1498.53","2025-09-02","16:23:00","Completed","EMP0369","Traditional setup",3,NULL,"2025-09-01 17:06:40","2025-09-02 18:06:40"
"BS000556","IND003709","SVC0220",2,"462.06","924.12","166.34","1090.46","2025-09-03","08:01:00","Cancelled","EMP0461","Group service",4,"Good service","2025-08-31 20:06:40","2025-09-03 18:06:40"
"BS000557","IND000124","SVC0290",5,"7622.05","38110.25","6859.84","44970.09","2025-08-13","13:19:00","Completed","EMP0238","Late evening service",5,"Outstanding","2025-08-10 21:06:40","2025-08-13 18:06:40"
"BS000558","IND000336","SVC0042",4,"6110.26","24441.04","4399.39","28840.43","2025-07-20","14:04:00","Completed","EMP0052","Late evening service",5,"Average experience","2025-07-18 08:06:40","2025-07-20 18:06:40"
"BS000559","IND003049","SVC0296",3,"2251.92","6755.76","1216.04","7971.80","2025-10-05","18:07:00","Confirmed","EMP0656","None",5,NULL,"2025-10-02 19:06:40","2025-10-05 18:06:40"
"BS000560","IND000773","SVC0105",5,"1404.66","7023.30","1264.19","8287.49","2025-08-19","17:12:00","Pending","EMP0635","Call before arrival",4,"Outstanding","2025-08-17 12:06:40","2025-08-19 18:06:40"
"BS000561","IND002159","SVC0088",4,"5618.94","22475.76","4045.64","26521.40","2025-10-18","21:31:00","Cancelled","EMP0057","English speaking staff",3,"Good service","2025-10-17 05:06:40","2025-10-18 18:06:40"
"BS000562","IND001214","SVC0137",3,"6669.97","20009.91","3601.78","23611.69","2025-08-22","08:53:00","Completed","EMP0445","Early morning service",NULL,"Excellent service","2025-08-20 19:06:40","2025-08-22 18:06:40"
"BS000563","IND003852","SVC0151",2,"6419.52","12839.04","2311.03","15150.07","2025-07-06","16:55:00","Confirmed","EMP0297","Late evening service",NULL,"Satisfied","2025-07-04 14:06:40","2025-07-06 18:06:40"
"BS000564","IND004633","SVC0203",1,"836.54","836.54","150.58","987.12","2025-07-05","17:10:00","In Progress","EMP0615","Vegetarian preference",4,"Highly recommended","2025-07-04 19:06:40","2025-07-05 18:06:40"
"BS000565","IND004956","SVC0259",3,"6474.51","19423.53","3496.24","22919.77","2025-10-11","21:34:00","Cancelled","EMP0533","Traditional setup",5,"Very good experience","2025-10-11 02:06:40","2025-10-11 18:06:40"
"BS000566","IND000602","SVC0085",3,"2655.84","7967.52","1434.15","9401.67","2025-08-31","18:19:00","Completed","EMP0035","None",5,"Highly recommended","2025-08-31 08:06:40","2025-08-31 18:06:40"
"BS000567","IND000651","SVC0155",5,"4433.64","22168.20","3990.28","26158.48","2025-08-30","17:25:00","Confirmed","EMP0622","No spicy food",4,"Excellent service","2025-08-27 20:06:40","2025-08-30 18:06:40"
"BS000568","IND002295","SVC0283",2,"1422.89","2845.78","512.24","3358.02","2025-07-06","19:46:00","Completed","EMP0666","Call before arrival",4,"Satisfied","2025-07-06 09:06:40","2025-07-06 18:06:40"
"BS000569","IND000794","SVC0036",2,"2011.03","4022.06","723.97","4746.03","2025-07-09","07:20:00","Completed","EMP0237","None",NULL,"Average experience","2025-07-08 12:06:40","2025-07-09 18:06:40"
"BS000570","IND001466","SVC0080",2,"4752.85","9505.70","1711.03","11216.73","2025-08-13","22:44:00","Confirmed","EMP0558","No spicy food",3,NULL,"2025-08-13 03:06:40","2025-08-13 18:06:40"
"BS000571","IND002241","SVC0001",5,"353.20","1766.00","317.88","2083.88","2025-07-09","23:39:00","Confirmed","EMP0658","Group service",NULL,NULL,"2025-07-09 14:06:40","2025-07-09 18:06:40"
"BS000572","IND001373","SVC0157",2,"5744.34","11488.68","2067.96","13556.64","2025-07-11","23:08:00","Pending","EMP0439","Vegetarian preference",NULL,"Average experience","2025-07-08 20:06:40","2025-07-11 18:06:40"
"BS000573","IND000927","SVC0251",1,"5813.73","5813.73","1046.47","6860.20","2025-09-26","17:16:00","Cancelled","EMP0632","Late evening service",5,"Highly recommended","2025-09-24 23:06:40","2025-09-26 18:06:40"
"BS000574","IND003527","SVC0021",4,"5984.42","23937.68","4308.78","28246.46","2025-07-08","19:16:00","Pending","EMP0186","Early morning service",NULL,NULL,"2025-07-08 08:06:40","2025-07-08 18:06:40"
"BS000575","IND000661","SVC0232",3,"6636.49","19909.47","3583.70","23493.17","2025-09-11","21:13:00","Pending","EMP0459","Early morning service",NULL,"Very good experience","2025-09-09 06:06:40","2025-09-11 18:06:40"
"BS000576","IND003533","SVC0244",4,"6514.12","26056.48","4690.17","30746.65","2025-07-30","16:21:00","Cancelled","EMP0657","Early morning service",NULL,"Outstanding","2025-07-29 03:06:40","2025-07-30 18:06:40"
"BS000577","IND004742","SVC0182",1,"4292.65","4292.65","772.68","5065.33","2025-09-24","11:36:00","Completed","EMP0055","Traditional setup",4,"Excellent service","2025-09-23 01:06:40","2025-09-24 18:06:40"
"BS000578","IND002909","SVC0221",4,"6249.64","24998.56","4499.74","29498.30","2025-07-17","15:10:00","Completed","EMP0448","None",NULL,"Highly recommended","2025-07-16 18:06:40","2025-07-17 18:06:40"
"BS000579","IND003938","SVC0143",1,"3383.06","3383.06","608.95","3992.01","2025-09-06","11:02:00","Confirmed","EMP0592","Traditional setup",4,"Very good experience","2025-09-06 05:06:40","2025-09-06 18:06:40"
"BS000580","IND000724","SVC0002",5,"3466.59","17332.95","3119.93","20452.88","2025-10-15","20:48:00","Confirmed","EMP0014","English speaking staff",3,"Outstanding","2025-10-15 14:06:40","2025-10-15 18:06:40"
"BS000581","IND000144","SVC0023",1,"1818.41","1818.41","327.31","2145.72","2025-08-02","11:30:00","In Progress","EMP0215","Call before arrival",3,NULL,"2025-07-31 15:06:40","2025-08-02 18:06:40"
"BS000582","IND000103","SVC0221",2,"7542.87","15085.74","2715.43","17801.17","2025-09-16","14:03:00","Confirmed","EMP0342","Private session",5,NULL,"2025-09-13 19:06:40","2025-09-16 18:06:40"
"BS000583","IND001423","SVC0266",2,"3853.48","7706.96","1387.25","9094.21","2025-10-03","17:14:00","Completed","EMP0539","English speaking staff",5,"Excellent service","2025-10-03 02:06:40","2025-10-03 18:06:40"
"BS000584","IND004025","SVC0254",5,"684.17","3420.85","615.75","4036.60","2025-08-31","15:39:00","Pending","EMP0437","Early morning service",3,"Average experience","2025-08-28 22:06:40","2025-08-31 18:06:40"
"BS000585","IND002184","SVC0043",5,"7613.22","38066.10","6851.90","44918.00","2025-08-10","08:22:00","Completed","EMP0261","Hindi speaking staff",NULL,"Outstanding","2025-08-09 06:06:40","2025-08-10 18:06:40"
"BS000586","IND002773","SVC0160",1,"2457.00","2457.00","442.26","2899.26","2025-08-03","07:49:00","Cancelled","EMP0023","Hindi speaking staff",NULL,"Excellent service","2025-08-01 23:06:40","2025-08-03 18:06:40"
"BS000587","IND002619","SVC0147",4,"5688.19","22752.76","4095.50","26848.26","2025-07-27","17:08:00","Cancelled","EMP0053","Late evening service",4,"Outstanding","2025-07-25 21:06:40","2025-07-27 18:06:40"
"BS000588","IND003357","SVC0143",1,"7103.86","7103.86","1278.69","8382.55","2025-07-28","13:20:00","Completed","EMP0452","Call before arrival",NULL,"Satisfied","2025-07-28 13:06:40","2025-07-28 18:06:40"
"BS000589","IND000027","SVC0292",2,"6974.32","13948.64","2510.76","16459.40","2025-07-04","19:52:00","Cancelled","EMP0097","No spicy food",5,"Outstanding","2025-07-03 15:06:40","2025-07-04 18:06:40"
"BS000590","IND002446","SVC0257",4,"5623.76","22495.04","4049.11","26544.15","2025-08-17","10:42:00","Pending","EMP0074","Call before arrival",4,"Outstanding","2025-08-15 21:06:40","2025-08-17 18:06:40"
"BS000591","IND000708","SVC0193",2,"3146.00","6292.00","1132.56","7424.56","2025-09-15","15:04:00","In Progress","EMP0545","Private session",NULL,"Good service","2025-09-13 20:06:40","2025-09-15 18:06:40"
"BS000592","IND003453","SVC0058",2,"3715.08","7430.16","1337.43","8767.59","2025-09-20","20:11:00","Cancelled","EMP0129","Hindi speaking staff",3,NULL,"2025-09-19 18:06:40","2025-09-20 18:06:40"
"BS000593","IND000134","SVC0200",2,"623.09","1246.18","224.31","1470.49","2025-07-14","07:18:00","Completed","EMP0488","Late evening service",NULL,"Highly recommended","2025-07-14 08:06:40","2025-07-14 18:06:40"
"BS000594","IND004205","SVC0222",4,"3718.81","14875.24","2677.54","17552.78","2025-08-17","21:47:00","Pending","EMP0130","Early morning service",3,"Good service","2025-08-14 19:06:40","2025-08-17 18:06:40"
"BS000595","IND000981","SVC0299",3,"7793.28","23379.84","4208.37","27588.21","2025-08-26","16:47:00","Completed","EMP0780","Hindi speaking staff",4,"Very good experience","2025-08-24 01:06:40","2025-08-26 18:06:40"
"BS000596","IND002407","SVC0277",5,"2664.39","13321.95","2397.95","15719.90","2025-07-23","15:41:00","In Progress","EMP0570","Quiet service please",4,"Excellent service","2025-07-22 20:06:40","2025-07-23 18:06:40"
"BS000597","IND002505","SVC0067",4,"474.76","1899.04","341.83","2240.87","2025-10-03","20:49:00","Cancelled","EMP0553","No spicy food",5,NULL,"2025-10-02 09:06:40","2025-10-03 18:06:40"
"BS000598","IND004813","SVC0278",5,"5597.32","27986.60","5037.59","33024.19","2025-07-29","23:38:00","Pending","EMP0532","English speaking staff",3,"Highly recommended","2025-07-27 05:06:40","2025-07-29 18:06:40"
"BS000599","IND002273","SVC0198",2,"796.64","1593.28","286.79","1880.07","2025-10-05","18:00:00","In Progress","EMP0303","Hindi speaking staff",NULL,"Excellent service","2025-10-03 08:06:40","2025-10-05 18:06:40"
"BS000600","IND004038","SVC0051",3,"5107.88","15323.64","2758.26","18081.90","2025-06-27","22:20:00","Completed","EMP0419","None",4,"Very good experience","2025-06-27 03:06:40","2025-06-27 18:06:40"
"BS000601","IND004771","SVC0144",4,"343.80","1375.20","247.54","1622.74","2025-09-24","23:31:00","Confirmed","EMP0034","Vegetarian preference",5,"Satisfied","2025-09-24 02:06:40","2025-09-24 18:06:40"
"BS000602","IND003641","SVC0256",4,"4683.41","18733.64","3372.06","22105.70","2025-07-13","15:49:00","Pending","EMP0577","Call before arrival",NULL,"Excellent service","2025-07-11 13:06:40","2025-07-13 18:06:40"
"BS000603","IND002747","SVC0206",4,"305.47","1221.88","219.94","1441.82","2025-08-06","15:47:00","Confirmed","EMP0015","English speaking staff",4,"Very good experience","2025-08-05 15:06:40","2025-08-06 18:06:40"
"BS000604","IND004116","SVC0016",4,"3476.53","13906.12","2503.10","16409.22","2025-08-03","08:14:00","Confirmed","EMP0265","No spicy food",4,"Highly recommended","2025-08-02 11:06:40","2025-08-03 18:06:40"
"BS000605","IND003397","SVC0080",1,"1413.94","1413.94","254.51","1668.45","2025-10-17","10:11:00","Completed","EMP0479","Hindi speaking staff",5,"Good service","2025-10-16 17:06:40","2025-10-17 18:06:40"
"BS000606","IND000987","SVC0089",3,"4412.25","13236.75","2382.61","15619.36","2025-09-26","21:01:00","Completed","EMP0755","Early morning service",3,"Satisfied","2025-09-25 12:06:40","2025-09-26 18:06:40"
"BS000607","IND002160","SVC0096",1,"1169.91","1169.91","210.58","1380.49","2025-09-27","19:17:00","Cancelled","EMP0738","Private session",3,"Average experience","2025-09-25 12:06:40","2025-09-27 18:06:40"
"BS000608","IND003032","SVC0058",1,"7765.98","7765.98","1397.88","9163.86","2025-07-30","17:18:00","Pending","EMP0727","Group service",3,"Highly recommended","2025-07-29 12:06:40","2025-07-30 18:06:40"
"BS000609","IND000227","SVC0070",1,"6173.08","6173.08","1111.15","7284.23","2025-10-13","16:50:00","In Progress","EMP0311","English speaking staff",5,"Very good experience","2025-10-13 08:06:40","2025-10-13 18:06:40"
"BS000610","IND001272","SVC0188",1,"4755.09","4755.09","855.92","5611.01","2025-10-03","15:37:00","Completed","EMP0351","Quiet service please",4,NULL,"2025-10-01 08:06:40","2025-10-03 18:06:40"
"BS000611","IND002572","SVC0277",3,"3700.46","11101.38","1998.25","13099.63","2025-06-29","22:02:00","In Progress","EMP0639","Vegetarian preference",3,NULL,"2025-06-28 04:06:40","2025-06-29 18:06:40"
"BS000612","IND003430","SVC0206",4,"2572.03","10288.12","1851.86","12139.98","2025-10-02","21:49:00","In Progress","EMP0592","None",4,"Excellent service","2025-09-29 19:06:40","2025-10-02 18:06:40"
