"service_id","hotel_id","service_name","category","description","price_inr","gst_rate_percent","total_price_inr","availability_hours","staff_required","duration_minutes","is_active","booking_required","advance_booking_hours","seasonal_service","created_at","updated_at"
"SVC0149",23,"Laundry Service","General","Clothes washing service","155.22","18.00","183.16","6AM-10PM",4,84,False,True,23,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0150",18,"Cultural Show","Entertainment","Traditional dance performances","1021.10","18.00","1204.90","24 hours",3,71,True,True,37,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0151",42,"Airport Transfer","Transportation","Pick-up/drop service","727.36","18.00","858.28","24 hours",2,217,True,False,4,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0152",28,"Airport Transfer","Transportation","Pick-up/drop service","673.96","18.00","795.27","6AM-10PM",1,96,True,True,46,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0153",25,"Cultural Show","Entertainment","Traditional dance performances","1425.10","18.00","1681.62","6AM-10PM",4,99,True,True,18,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0154",15,"Temple Tour","Tourism","Guided cultural tours","1607.84","18.00","1897.25","9AM-9PM",1,165,True,True,36,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0155",9,"Ayurvedic Spa","Wellness","Traditional Ayurvedic treatments","2278.04","18.00","2688.09","24 hours",4,99,True,False,11,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0156",38,"Room Service","General","In-room dining service","230.17","18.00","271.60","9AM-9PM",4,111,True,True,15,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0157",2,"Yoga & Meditation","Wellness","Morning yoga sessions","608.15","18.00","717.62","6AM-10PM",1,172,True,True,33,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0158",25,"Yoga & Meditation","Wellness","Morning yoga sessions","440.33","18.00","519.59","9AM-9PM",4,199,True,False,31,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0159",17,"Indian Cuisine Restaurant","Dining","Authentic Indian cuisine","993.48","18.00","1172.31","9AM-9PM",2,132,True,False,41,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0160",28,"Temple Tour","Tourism","Guided cultural tours","1826.68","18.00","2155.48","6AM-10PM",3,169,False,True,10,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0161",22,"Airport Transfer","Transportation","Pick-up/drop service","765.29","18.00","903.04","24 hours",3,184,True,True,27,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0162",26,"Cultural Show","Entertainment","Traditional dance performances","1115.07","18.00","1315.78","24 hours",2,173,True,False,21,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0163",24,"Airport Transfer","Transportation","Pick-up/drop service","1035.40","18.00","1221.77","24 hours",3,97,False,True,3,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0164",13,"Yoga & Meditation","Wellness","Morning yoga sessions","609.17","18.00","718.82","9AM-9PM",2,196,True,True,3,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0165",6,"Airport Transfer","Transportation","Pick-up/drop service","987.57","18.00","1165.33","24 hours",2,133,True,True,8,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0166",1,"Laundry Service","General","Clothes washing service","186.96","18.00","220.61","24 hours",4,83,True,True,15,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0167",35,"Indian Cuisine Restaurant","Dining","Authentic Indian cuisine","997.06","18.00","1176.53","24 hours",2,117,True,True,45,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0168",8,"Airport Transfer","Transportation","Pick-up/drop service","695.64","18.00","820.86","24 hours",4,207,True,True,32,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0169",1,"Temple Tour","Tourism","Guided cultural tours","1221.01","18.00","1440.79","6AM-10PM",2,69,True,True,37,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0170",17,"Airport Transfer","Transportation","Pick-up/drop service","1009.91","18.00","1191.69","9AM-9PM",1,52,True,True,26,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0171",18,"Indian Cuisine Restaurant","Dining","Authentic Indian cuisine","656.43","18.00","774.59","6AM-10PM",3,92,True,False,32,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0172",24,"Laundry Service","General","Clothes washing service","189.62","18.00","223.75","6AM-10PM",1,237,True,True,8,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0173",32,"Cultural Show","Entertainment","Traditional dance performances","1422.88","18.00","1679.00","9AM-9PM",4,109,False,True,16,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0174",37,"Room Service","General","In-room dining service","164.68","18.00","194.32","24 hours",4,102,True,True,19,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0175",23,"Cultural Show","Entertainment","Traditional dance performances","1453.10","18.00","1714.66","24 hours",3,162,False,True,10,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0176",39,"Temple Tour","Tourism","Guided cultural tours","1624.73","18.00","1917.18","9AM-9PM",4,80,True,False,31,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0177",25,"Temple Tour","Tourism","Guided cultural tours","1866.84","18.00","2202.87","9AM-9PM",3,199,False,False,17,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0178",15,"Cultural Show","Entertainment","Traditional dance performances","1378.00","18.00","1626.04","9AM-9PM",2,60,True,True,34,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0179",46,"Room Service","General","In-room dining service","167.54","18.00","197.70","24 hours",2,179,True,False,22,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0180",19,"Laundry Service","General","Clothes washing service","120.87","18.00","142.63","24 hours",1,50,True,False,3,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0181",22,"Yoga & Meditation","Wellness","Morning yoga sessions","409.80","18.00","483.56","9AM-9PM",1,64,True,True,39,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0182",11,"Indian Cuisine Restaurant","Dining","Authentic Indian cuisine","903.95","18.00","1066.66","24 hours",3,206,True,False,34,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0183",31,"Yoga & Meditation","Wellness","Morning yoga sessions","537.33","18.00","634.05","24 hours",3,175,False,False,5,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0184",44,"Laundry Service","General","Clothes washing service","169.11","18.00","199.55","24 hours",4,91,False,False,10,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0185",1,"Temple Tour","Tourism","Guided cultural tours","1693.65","18.00","1998.51","6AM-10PM",1,228,False,True,15,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0186",36,"Laundry Service","General","Clothes washing service","123.22","18.00","145.40","6AM-10PM",2,135,False,False,9,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0187",45,"Cultural Show","Entertainment","Traditional dance performances","1507.35","18.00","1778.67","24 hours",4,179,True,True,43,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0188",5,"Yoga & Meditation","Wellness","Morning yoga sessions","467.90","18.00","552.12","9AM-9PM",4,53,True,True,20,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0189",18,"Room Service","General","In-room dining service","200.26","18.00","236.31","24 hours",1,120,True,True,44,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0190",29,"Temple Tour","Tourism","Guided cultural tours","1285.22","18.00","1516.56","24 hours",3,84,True,True,47,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0191",24,"Yoga & Meditation","Wellness","Morning yoga sessions","492.34","18.00","580.96","24 hours",2,195,True,True,31,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0192",6,"Ayurvedic Spa","Wellness","Traditional Ayurvedic treatments","2245.65","18.00","2649.87","24 hours",4,154,False,False,41,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0193",10,"Ayurvedic Spa","Wellness","Traditional Ayurvedic treatments","2364.27","18.00","2789.84","24 hours",4,232,False,False,37,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0194",2,"Airport Transfer","Transportation","Pick-up/drop service","890.70","18.00","1051.03","24 hours",1,136,False,True,16,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0195",13,"Ayurvedic Spa","Wellness","Traditional Ayurvedic treatments","3202.93","18.00","3779.46","6AM-10PM",1,99,False,True,44,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0196",28,"Laundry Service","General","Clothes washing service","181.29","18.00","213.92","24 hours",2,39,True,False,31,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0197",26,"Room Service","General","In-room dining service","259.30","18.00","305.97","9AM-9PM",3,211,False,True,39,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0198",33,"Airport Transfer","Transportation","Pick-up/drop service","997.29","18.00","1176.80","9AM-9PM",2,60,False,False,22,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0199",6,"Temple Tour","Tourism","Guided cultural tours","1400.92","18.00","1653.09","24 hours",1,203,False,False,8,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0200",40,"Laundry Service","General","Clothes washing service","174.61","18.00","206.04","9AM-9PM",2,132,True,True,42,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0201",28,"Room Service","General","In-room dining service","196.63","18.00","232.02","24 hours",2,55,False,True,13,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0202",36,"Laundry Service","General","Clothes washing service","181.41","18.00","214.06","24 hours",2,153,True,False,34,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0203",38,"Indian Cuisine Restaurant","Dining","Authentic Indian cuisine","682.70","18.00","805.59","9AM-9PM",3,189,False,True,2,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0204",14,"Room Service","General","In-room dining service","221.45","18.00","261.31","6AM-10PM",4,64,False,True,7,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0205",14,"Yoga & Meditation","Wellness","Morning yoga sessions","527.57","18.00","622.53","9AM-9PM",2,71,True,False,30,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0206",24,"Laundry Service","General","Clothes washing service","152.36","18.00","179.78","24 hours",2,233,True,False,22,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0207",15,"Laundry Service","General","Clothes washing service","173.85","18.00","205.14","9AM-9PM",1,95,False,False,27,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0208",31,"Room Service","General","In-room dining service","167.31","18.00","197.43","9AM-9PM",3,54,False,True,6,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0209",42,"Indian Cuisine Restaurant","Dining","Authentic Indian cuisine","698.01","18.00","823.65","24 hours",1,199,True,True,21,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0210",24,"Yoga & Meditation","Wellness","Morning yoga sessions","434.65","18.00","512.89","6AM-10PM",1,158,True,True,27,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0211",15,"Laundry Service","General","Clothes washing service","134.22","18.00","158.38","24 hours",1,122,True,False,22,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0212",37,"Temple Tour","Tourism","Guided cultural tours","1697.71","18.00","2003.30","9AM-9PM",3,47,True,True,6,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0213",42,"Laundry Service","General","Clothes washing service","183.47","18.00","216.49","24 hours",2,130,True,True,40,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0214",24,"Temple Tour","Tourism","Guided cultural tours","1326.40","18.00","1565.15","6AM-10PM",1,166,True,False,25,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0215",27,"Laundry Service","General","Clothes washing service","146.11","18.00","172.41","24 hours",3,170,False,False,25,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0216",42,"Cultural Show","Entertainment","Traditional dance performances","1185.92","18.00","1399.39","9AM-9PM",2,81,True,False,29,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0217",14,"Yoga & Meditation","Wellness","Morning yoga sessions","628.25","18.00","741.34","24 hours",4,83,True,False,36,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0218",31,"Indian Cuisine Restaurant","Dining","Authentic Indian cuisine","697.23","18.00","822.73","9AM-9PM",4,129,False,False,14,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0219",20,"Temple Tour","Tourism","Guided cultural tours","1315.38","18.00","1552.15","24 hours",4,172,True,False,44,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0220",10,"Ayurvedic Spa","Wellness","Traditional Ayurvedic treatments","3121.78","18.00","3683.70","6AM-10PM",4,203,False,True,33,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0221",18,"Laundry Service","General","Clothes washing service","139.04","18.00","164.07","9AM-9PM",3,135,False,False,43,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0222",40,"Cultural Show","Entertainment","Traditional dance performances","1292.57","18.00","1525.23","24 hours",3,199,True,True,4,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0223",33,"Indian Cuisine Restaurant","Dining","Authentic Indian cuisine","694.92","18.00","820.01","9AM-9PM",4,226,True,False,43,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0224",9,"Yoga & Meditation","Wellness","Morning yoga sessions","512.00","18.00","604.16","6AM-10PM",2,163,True,False,46,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0225",47,"Airport Transfer","Transportation","Pick-up/drop service","728.31","18.00","859.41","9AM-9PM",4,86,True,False,26,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0226",41,"Yoga & Meditation","Wellness","Morning yoga sessions","639.46","18.00","754.56","9AM-9PM",1,204,True,True,11,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0227",16,"Room Service","General","In-room dining service","217.78","18.00","256.98","6AM-10PM",2,69,True,True,14,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0228",10,"Room Service","General","In-room dining service","243.45","18.00","287.27","9AM-9PM",2,65,True,True,46,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0229",11,"Airport Transfer","Transportation","Pick-up/drop service","869.79","18.00","1026.35","9AM-9PM",4,227,True,False,33,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0230",5,"Temple Tour","Tourism","Guided cultural tours","1542.71","18.00","1820.40","9AM-9PM",4,164,False,True,46,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0231",13,"Ayurvedic Spa","Wellness","Traditional Ayurvedic treatments","2083.23","18.00","2458.21","24 hours",2,177,True,True,20,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0232",15,"Yoga & Meditation","Wellness","Morning yoga sessions","490.02","18.00","578.22","6AM-10PM",1,195,False,False,39,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0233",46,"Temple Tour","Tourism","Guided cultural tours","1483.89","18.00","1750.99","9AM-9PM",3,204,True,False,5,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0234",44,"Ayurvedic Spa","Wellness","Traditional Ayurvedic treatments","2317.58","18.00","2734.74","6AM-10PM",3,128,True,True,28,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0235",12,"Indian Cuisine Restaurant","Dining","Authentic Indian cuisine","690.47","18.00","814.75","6AM-10PM",4,99,False,False,15,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0236",13,"Airport Transfer","Transportation","Pick-up/drop service","967.52","18.00","1141.67","24 hours",4,213,False,False,20,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0237",34,"Laundry Service","General","Clothes washing service","121.19","18.00","143.00","6AM-10PM",4,164,True,True,44,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0238",50,"Cultural Show","Entertainment","Traditional dance performances","1148.29","18.00","1354.98","9AM-9PM",3,220,True,True,7,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0239",47,"Indian Cuisine Restaurant","Dining","Authentic Indian cuisine","1030.20","18.00","1215.64","24 hours",4,220,True,False,9,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0240",18,"Laundry Service","General","Clothes washing service","161.38","18.00","190.43","24 hours",4,171,True,True,3,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0241",3,"Cultural Show","Entertainment","Traditional dance performances","1513.00","18.00","1785.34","6AM-10PM",2,96,True,True,25,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0242",19,"Indian Cuisine Restaurant","Dining","Authentic Indian cuisine","703.76","18.00","830.44","6AM-10PM",1,163,True,True,46,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0243",6,"Ayurvedic Spa","Wellness","Traditional Ayurvedic treatments","3209.34","18.00","3787.02","9AM-9PM",2,162,True,False,38,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0244",45,"Airport Transfer","Transportation","Pick-up/drop service","723.50","18.00","853.73","24 hours",3,109,False,False,29,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0245",33,"Room Service","General","In-room dining service","213.04","18.00","251.39","6AM-10PM",3,231,True,True,35,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0246",5,"Temple Tour","Tourism","Guided cultural tours","1678.34","18.00","1980.44","24 hours",3,201,True,False,18,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0247",39,"Room Service","General","In-room dining service","246.40","18.00","290.75","6AM-10PM",2,159,True,False,38,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0248",31,"Indian Cuisine Restaurant","Dining","Authentic Indian cuisine","1028.95","18.00","1214.16","9AM-9PM",1,240,True,True,45,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0249",15,"Indian Cuisine Restaurant","Dining","Authentic Indian cuisine","1025.38","18.00","1209.95","9AM-9PM",4,199,False,False,30,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0250",25,"Yoga & Meditation","Wellness","Morning yoga sessions","418.56","18.00","493.90","24 hours",2,234,True,False,18,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0251",7,"Laundry Service","General","Clothes washing service","169.76","18.00","200.32","9AM-9PM",1,126,True,True,22,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0252",2,"Airport Transfer","Transportation","Pick-up/drop service","800.86","18.00","945.01","24 hours",2,49,True,False,48,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0253",37,"Yoga & Meditation","Wellness","Morning yoga sessions","469.75","18.00","554.31","24 hours",3,211,False,True,34,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0254",27,"Laundry Service","General","Clothes washing service","182.77","18.00","215.67","24 hours",3,87,True,False,43,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0255",22,"Room Service","General","In-room dining service","238.66","18.00","281.62","6AM-10PM",3,191,False,False,32,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0256",17,"Airport Transfer","Transportation","Pick-up/drop service","744.37","18.00","878.36","9AM-9PM",4,151,True,False,38,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0257",21,"Indian Cuisine Restaurant","Dining","Authentic Indian cuisine","1037.66","18.00","1224.44","9AM-9PM",4,95,False,False,44,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0258",35,"Yoga & Meditation","Wellness","Morning yoga sessions","583.91","18.00","689.01","9AM-9PM",3,192,True,False,42,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0259",43,"Airport Transfer","Transportation","Pick-up/drop service","891.76","18.00","1052.28","9AM-9PM",4,125,True,True,37,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0260",6,"Ayurvedic Spa","Wellness","Traditional Ayurvedic treatments","2696.80","18.00","3182.22","9AM-9PM",2,138,True,True,13,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0261",24,"Ayurvedic Spa","Wellness","Traditional Ayurvedic treatments","2405.37","18.00","2838.34","24 hours",4,168,False,False,27,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0262",25,"Airport Transfer","Transportation","Pick-up/drop service","645.68","18.00","761.90","24 hours",2,63,False,False,35,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0263",5,"Yoga & Meditation","Wellness","Morning yoga sessions","478.50","18.00","564.63","24 hours",1,50,False,False,13,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0264",48,"Indian Cuisine Restaurant","Dining","Authentic Indian cuisine","944.10","18.00","1114.04","9AM-9PM",3,40,True,True,44,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0265",16,"Cultural Show","Entertainment","Traditional dance performances","1516.61","18.00","1789.60","24 hours",2,231,True,True,30,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0266",41,"Ayurvedic Spa","Wellness","Traditional Ayurvedic treatments","2527.29","18.00","2982.20","24 hours",4,142,True,True,35,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0267",19,"Yoga & Meditation","Wellness","Morning yoga sessions","576.57","18.00","680.35","6AM-10PM",4,129,False,False,39,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0268",46,"Room Service","General","In-room dining service","221.36","18.00","261.20","6AM-10PM",1,117,True,False,16,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0269",36,"Room Service","General","In-room dining service","217.95","18.00","257.18","6AM-10PM",3,159,True,False,46,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0270",14,"Cultural Show","Entertainment","Traditional dance performances","987.61","18.00","1165.38","9AM-9PM",4,38,True,False,6,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0271",9,"Ayurvedic Spa","Wellness","Traditional Ayurvedic treatments","2026.01","18.00","2390.69","6AM-10PM",4,109,True,False,24,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0272",16,"Temple Tour","Tourism","Guided cultural tours","1648.53","18.00","1945.27","9AM-9PM",1,191,False,False,37,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0273",49,"Temple Tour","Tourism","Guided cultural tours","1802.12","18.00","2126.50","9AM-9PM",2,121,True,True,32,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0274",49,"Yoga & Meditation","Wellness","Morning yoga sessions","509.58","18.00","601.30","9AM-9PM",1,36,True,True,24,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0275",23,"Cultural Show","Entertainment","Traditional dance performances","1388.14","18.00","1638.01","6AM-10PM",2,63,False,True,20,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0276",45,"Laundry Service","General","Clothes washing service","122.08","18.00","144.05","24 hours",3,97,False,True,45,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0277",29,"Indian Cuisine Restaurant","Dining","Authentic Indian cuisine","780.76","18.00","921.30","24 hours",3,167,False,False,19,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0278",10,"Indian Cuisine Restaurant","Dining","Authentic Indian cuisine","851.32","18.00","1004.56","9AM-9PM",2,54,False,False,4,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0279",40,"Airport Transfer","Transportation","Pick-up/drop service","998.80","18.00","1178.58","6AM-10PM",4,131,True,False,48,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0280",2,"Yoga & Meditation","Wellness","Morning yoga sessions","445.96","18.00","526.23","6AM-10PM",2,192,True,False,25,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0281",30,"Laundry Service","General","Clothes washing service","130.04","18.00","153.45","24 hours",2,181,True,False,4,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0282",8,"Cultural Show","Entertainment","Traditional dance performances","1153.69","18.00","1361.35","24 hours",2,61,True,True,42,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0283",23,"Indian Cuisine Restaurant","Dining","Authentic Indian cuisine","873.40","18.00","1030.61","9AM-9PM",2,82,False,True,19,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0284",43,"Cultural Show","Entertainment","Traditional dance performances","979.08","18.00","1155.31","6AM-10PM",3,75,False,False,6,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0285",50,"Indian Cuisine Restaurant","Dining","Authentic Indian cuisine","706.09","18.00","833.19","6AM-10PM",1,90,True,False,25,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0286",46,"Airport Transfer","Transportation","Pick-up/drop service","692.90","18.00","817.62","9AM-9PM",3,212,False,False,29,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0287",16,"Laundry Service","General","Clothes washing service","159.13","18.00","187.77","6AM-10PM",1,111,False,False,17,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0288",26,"Temple Tour","Tourism","Guided cultural tours","1410.08","18.00","1663.89","24 hours",2,159,True,True,24,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0289",18,"Temple Tour","Tourism","Guided cultural tours","1821.34","18.00","2149.18","9AM-9PM",2,92,False,True,5,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0290",27,"Airport Transfer","Transportation","Pick-up/drop service","973.86","18.00","1149.15","9AM-9PM",4,76,True,True,11,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0291",44,"Indian Cuisine Restaurant","Dining","Authentic Indian cuisine","1020.47","18.00","1204.15","6AM-10PM",1,169,True,False,25,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0292",35,"Yoga & Meditation","Wellness","Morning yoga sessions","543.32","18.00","641.12","9AM-9PM",3,184,True,False,26,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0293",48,"Ayurvedic Spa","Wellness","Traditional Ayurvedic treatments","2856.32","18.00","3370.46","6AM-10PM",3,204,True,True,6,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0294",9,"Cultural Show","Entertainment","Traditional dance performances","1066.74","18.00","1258.75","6AM-10PM",2,177,True,False,6,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0295",39,"Temple Tour","Tourism","Guided cultural tours","1872.95","18.00","2210.08","24 hours",4,178,True,True,41,True,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0296",50,"Laundry Service","General","Clothes washing service","134.66","18.00","158.90","24 hours",1,199,True,True,19,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0297",47,"Cultural Show","Entertainment","Traditional dance performances","1304.82","18.00","1539.69","24 hours",1,211,True,False,26,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
"SVC0298",39,"Ayurvedic Spa","Wellness","Traditional Ayurvedic treatments","2460.99","18.00","2903.97","9AM-9PM",3,166,True,True,13,False,"2025-08-19 00:00:00","2025-08-19 00:00:00"
