"booking_id","customer_id","hotel_id","room_id","check_in_date","check_out_date","nights","adults","children","total_guests","booking_status","payment_status","base_amount_inr","gst_amount_inr","total_amount_inr","paid_amount_inr","booking_date","special_requests","booking_source","cancellation_policy","guest_nationality","created_at"
"IND000351",4831,26,1206,"2025-10-03","2025-10-16",13,3,4,7,"No Show","Refunded","195247.00","23429.64","218676.64","34656.61","2025-08-26","Ayurvedic spa booking","Walk-in","24 hours before check-in","Indian","2025-08-31 14:55:13"
"IND000352",5899,37,856,"2025-05-03","2025-05-22",19,4,3,7,"Cancelled","Paid","406562.00","48787.44","455349.44","127025.23","2025-04-06","Cultural tour arrangement","Corporate","24 hours before check-in","Foreign","2025-02-22 14:55:13"
"IND000353",3311,8,2542,"2026-04-07","2026-04-11",4,1,1,2,"No Show","Pending","10428.00","1251.36","11679.36","11224.89","2026-03-13","Vegetarian meals only","Walk-in","24 hours before check-in","Foreign","2026-03-11 14:55:13"
"IND000354",7610,20,131,"2026-03-07","2026-03-21",14,6,0,6,"Checked Out","Refunded","258454.00","31014.48","289468.48","210120.59","2025-12-07","Quiet room","Goibibo","24 hours before check-in","Foreign","2026-02-26 14:55:13"
"IND000355",2603,45,2458,"2025-06-19","2025-06-29",10,3,1,4,"No Show","Pending","140710.00","16885.20","157595.20","102323.05","2025-04-15","Wedding arrangements","Booking.com","24 hours before check-in","Indian","2025-04-12 14:55:13"
"IND000356",1266,33,1982,"2025-09-03","2025-09-18",15,3,2,5,"Checked In","Pending","202425.00","24291.00","226716.00","185474.29","2025-07-30","Quiet room","MakeMyTrip","24 hours before check-in","Foreign","2025-06-29 14:55:13"
"IND000357",6666,6,1577,"2025-08-22","2025-08-31",9,4,3,7,"No Show","Pending","93933.00","11271.96","105204.96","78907.17","2025-07-19","Honeymoon package","Walk-in","24 hours before check-in","Foreign","2025-06-21 14:55:13"
"IND000358",3626,13,742,"2025-05-19","2025-06-02",14,1,1,2,"No Show","Paid","371616.00","44593.92","416209.92","73659.30","2025-05-11","Wedding arrangements","OYO","24 hours before check-in","Indian","2025-04-06 14:55:13"
"IND000359",7353,41,2307,"2025-04-28","2025-05-14",16,2,4,6,"Checked In","Refunded","173152.00","20778.24","193930.24","34368.37","2025-03-13","Birthday surprise","Travel Agent","24 hours before check-in","Indian","2025-02-21 14:55:13"
"IND000360",4471,6,2896,"2025-06-07","2025-06-14",7,4,0,4,"Cancelled","Partial","58422.00","7010.64","65432.64","28430.78","2025-04-13","Cultural tour arrangement","Corporate","24 hours before check-in","Foreign","2025-04-13 14:55:13"
"IND000361",5899,31,1238,"2026-01-10","2026-01-18",8,2,3,5,"Pending","Paid","234456.00","28134.72","262590.72","83839.45","2025-12-17","None","MakeMyTrip","24 hours before check-in","Indian","2025-11-29 14:55:13"
"IND000362",3856,49,2596,"2026-03-10","2026-03-15",5,4,3,7,"Pending","Partial","127415.00","15289.80","142704.80","94424.78","2026-02-15","Birthday surprise","Corporate","24 hours before check-in","Indian","2026-02-05 14:55:13"
"IND000363",2792,30,1565,"2026-01-04","2026-01-06",2,4,2,6,"No Show","Refunded","34068.00","4088.16","38156.16","25868.76","2025-12-01","Birthday surprise","OYO","24 hours before check-in","Indian","2025-12-14 14:55:13"
"IND000364",2319,21,1572,"2025-11-09","2025-11-29",20,3,0,3,"Cancelled","Paid","392980.00","47157.60","440137.60","166992.62","2025-08-28","Quiet room","Agoda","24 hours before check-in","Indian","2025-10-07 14:55:13"
"IND000365",1408,32,2018,"2025-09-07","2025-09-26",19,4,2,6,"Cancelled","Paid","440933.00","52911.96","493844.96","208766.96","2025-09-03","Cultural tour arrangement","Agoda","24 hours before check-in","Indian","2025-08-31 14:55:13"
"IND000366",467,14,1486,"2025-08-18","2025-09-07",20,3,2,5,"Pending","Partial","121040.00","14524.80","135564.80","16964.69","2025-06-30","Ayurvedic spa booking","Goibibo","24 hours before check-in","Foreign","2025-07-15 14:55:13"
"IND000367",6422,6,2395,"2025-09-15","2025-09-18",3,2,2,4,"Confirmed","Paid","23388.00","2806.56","26194.56","25361.68","2025-08-17","Early check-out","Agoda","24 hours before check-in","Indian","2025-06-29 14:55:13"
"IND000368",1945,27,1548,"2025-04-27","2025-05-12",15,5,2,7,"Checked Out","Refunded","363570.00","43628.40","407198.40","122815.99","2025-04-22","Extra towels","MakeMyTrip","24 hours before check-in","Foreign","2025-02-27 14:55:13"
"IND000369",2618,28,1360,"2025-09-14","2025-09-22",8,1,3,4,"Confirmed","Refunded","278600.00","33432.00","312032.00","254746.91","2025-08-22","High floor room","Goibibo","24 hours before check-in","Indian","2025-06-18 14:55:13"
"IND000370",4630,38,721,"2025-04-27","2025-05-11",14,3,2,5,"Checked Out","Partial","337442.00","40493.04","377935.04","223653.00","2025-02-17","Wedding arrangements","Booking.com","24 hours before check-in","Indian","2025-04-20 14:55:13"
"IND000371",2289,6,1371,"2026-01-18","2026-01-30",12,5,3,8,"Checked In","Partial","184608.00","22152.96","206760.96","164752.22","2025-11-07","Early check-out","Phone","24 hours before check-in","Indian","2025-12-20 14:55:13"
"IND000372",2735,6,1442,"2026-04-16","2026-04-23",7,2,2,4,"Pending","Paid","44233.00","5307.96","49540.96","38996.29","2026-03-04","Quiet room","Agoda","24 hours before check-in","Foreign","2026-03-17 14:55:13"
"IND000373",4860,26,2687,"2025-12-21","2026-01-01",11,4,3,7,"Checked Out","Pending","353705.00","42444.60","396149.60","389672.11","2025-11-04","None","MakeMyTrip","24 hours before check-in","Indian","2025-11-04 14:55:13"
"IND000374",3973,17,2735,"2025-08-21","2025-08-26",5,2,3,5,"Pending","Paid","23495.00","2819.40","26314.40","4787.63","2025-05-24","Vegetarian meals only","Travel Agent","24 hours before check-in","Indian","2025-07-16 14:55:13"
"IND000375",1961,4,2572,"2025-12-06","2025-12-22",16,4,4,8,"Checked In","Paid","377088.00","45250.56","422338.56","276630.88","2025-09-10","Extra towels","Walk-in","24 hours before check-in","Indian","2025-10-16 14:55:13"
"IND000376",6440,33,2204,"2025-08-24","2025-09-13",20,1,0,1,"Pending","Paid","116120.00","13934.40","130054.40","69933.00","2025-06-02","Quiet room","Booking.com","24 hours before check-in","Foreign","2025-07-14 14:55:13"
"IND000377",2810,6,2190,"2025-04-23","2025-04-25",2,4,1,5,"Checked In","Partial","39412.00","4729.44","44141.44","7879.24","2025-04-05","Airport pickup","OYO","24 hours before check-in","Indian","2025-02-20 14:55:13"
"IND000378",3497,2,2697,"2025-09-10","2025-09-29",19,3,1,4,"Pending","Partial","466697.00","56003.64","522700.64","306500.49","2025-08-27","Wedding arrangements","Website","24 hours before check-in","Indian","2025-08-15 14:55:13"
"IND000379",5272,38,1244,"2026-01-27","2026-02-06",10,3,4,7,"Confirmed","Pending","281970.00","33836.40","315806.40","141499.18","2025-12-09","Business meeting setup","Walk-in","24 hours before check-in","Foreign","2026-01-18 14:55:13"
"IND000380",5566,4,864,"2025-10-17","2025-10-30",13,1,2,3,"Confirmed","Partial","138294.00","16595.28","154889.28","21107.81","2025-10-08","Vegetarian meals only","OYO","24 hours before check-in","Indian","2025-08-07 14:55:13"
"IND000381",7171,19,687,"2025-12-21","2026-01-08",18,4,2,6,"Checked Out","Partial","668016.00","80161.92","748177.92","279323.24","2025-11-12","Ayurvedic spa booking","Booking.com","24 hours before check-in","Indian","2025-11-10 14:55:13"
"IND000382",5647,35,2288,"2025-08-04","2025-08-23",19,4,3,7,"Confirmed","Partial","338827.00","40659.24","379486.24","287956.05","2025-07-23","Early check-out","Booking.com","24 hours before check-in","Indian","2025-06-26 14:55:13"
"IND000383",3368,9,398,"2025-05-18","2025-05-23",5,2,2,4,"Checked Out","Partial","158940.00","19072.80","178012.80","165410.55","2025-02-24","Vegetarian meals only","Corporate","24 hours before check-in","Indian","2025-03-31 14:55:13"
"IND000384",6950,22,2498,"2025-10-20","2025-10-24",4,6,4,10,"Checked Out","Partial","61692.00","7403.04","69095.04","31840.60","2025-10-11","Business meeting setup","Agoda","24 hours before check-in","Foreign","2025-10-19 14:55:13"
"IND000385",4896,36,2749,"2026-03-06","2026-03-08",2,5,0,5,"Checked In","Paid","43628.00","5235.36","48863.36","14452.31","2026-01-17","Anniversary celebration","OYO","24 hours before check-in","Foreign","2026-02-19 14:55:13"
"IND000386",6225,13,400,"2025-07-16","2025-07-24",8,2,1,3,"Confirmed","Pending","232712.00","27925.44","260637.44","216610.03","2025-06-07","Birthday surprise","MakeMyTrip","24 hours before check-in","Indian","2025-05-10 14:55:13"
"IND000387",1003,31,473,"2025-08-03","2025-08-06",3,1,2,3,"Confirmed","Paid","60453.00","7254.36","67707.36","56252.27","2025-05-07","Honeymoon package","MakeMyTrip","24 hours before check-in","Foreign","2025-05-21 14:55:13"
"IND000388",1603,31,2288,"2025-05-03","2025-05-09",6,2,1,3,"Cancelled","Paid","227310.00","27277.20","254587.20","153714.53","2025-04-13","Business meeting setup","Travel Agent","24 hours before check-in","Indian","2025-03-30 14:55:13"
"IND000389",6081,26,1772,"2025-07-14","2025-07-23",9,2,3,5,"Checked Out","Paid","309285.00","37114.20","346399.20","170604.05","2025-05-15","Wedding arrangements","Phone","24 hours before check-in","Indian","2025-06-20 14:55:13"
"IND000390",3714,15,855,"2025-09-10","2025-09-28",18,2,4,6,"Confirmed","Partial","503532.00","60423.84","563955.84","141269.84","2025-08-13","Business meeting setup","Walk-in","24 hours before check-in","Foreign","2025-07-19 14:55:13"
"IND000391",6763,24,2929,"2025-06-10","2025-06-23",13,1,0,1,"No Show","Paid","431288.00","51754.56","483042.56","213784.18","2025-03-25","Anniversary celebration","Goibibo","24 hours before check-in","Foreign","2025-03-19 14:55:13"
"IND000392",4154,6,1218,"2025-10-12","2025-11-01",20,3,0,3,"Cancelled","Refunded","551860.00","66223.20","618083.20","170369.86","2025-09-18","Birthday surprise","MakeMyTrip","24 hours before check-in","Foreign","2025-08-21 14:55:13"
"IND000393",4167,8,2042,"2025-05-16","2025-05-20",4,2,2,4,"Checked In","Pending","19216.00","2305.92","21521.92","13570.23","2025-04-29","Business meeting setup","Travel Agent","24 hours before check-in","Indian","2025-02-15 14:55:13"
"IND000394",480,42,2723,"2025-05-07","2025-05-23",16,2,4,6,"Checked In","Pending","125232.00","15027.84","140259.84","53275.87","2025-03-18","Extra towels","Travel Agent","24 hours before check-in","Indian","2025-02-24 14:55:13"
"IND000395",6551,4,435,"2025-09-25","2025-10-05",10,6,2,8,"Pending","Paid","70470.00","8456.40","78926.40","38059.05","2025-08-09","None","Website","24 hours before check-in","Indian","2025-09-22 14:55:13"
"IND000396",2939,1,2663,"2026-03-20","2026-04-08",19,3,4,7,"Cancelled","Paid","481650.00","57798.00","539448.00","433770.00","2026-01-31","Birthday surprise","Phone","24 hours before check-in","Foreign","2025-12-24 14:55:13"
"IND000397",7179,27,1229,"2025-11-24","2025-11-29",5,3,2,5,"Pending","Refunded","33550.00","4026.00","37576.00","19020.88","2025-09-25","Cultural tour arrangement","Travel Agent","24 hours before check-in","Foreign","2025-10-30 14:55:13"
"IND000398",5166,1,1127,"2026-03-26","2026-03-30",4,6,1,7,"Checked Out","Pending","49860.00","5983.20","55843.20","45058.80","2026-03-17","Wedding arrangements","Website","24 hours before check-in","Foreign","2026-03-09 14:55:13"
"IND000399",2035,25,212,"2025-09-03","2025-09-05",2,6,3,9,"Checked In","Partial","65994.00","7919.28","73913.28","10353.31","2025-08-02","Honeymoon package","OYO","24 hours before check-in","Foreign","2025-09-01 14:55:13"
"IND000400",1038,11,2450,"2026-02-25","2026-03-08",11,6,4,10,"No Show","Partial","157366.00","18883.92","176249.92","89189.95","2026-02-05","Cultural tour arrangement","Corporate","24 hours before check-in","Foreign","2026-02-12 14:55:13"
"IND000401",1723,47,2038,"2026-01-31","2026-02-13",13,3,0,3,"Cancelled","Partial","197769.00","23732.28","221501.28","213667.65","2025-12-28","Vegetarian meals only","Corporate","24 hours before check-in","Foreign","2025-12-28 14:55:13"
"IND000402",255,49,881,"2025-05-13","2025-05-17",4,6,4,10,"Checked Out","Refunded","64988.00","7798.56","72786.56","59440.73","2025-05-11","Extra towels","Walk-in","24 hours before check-in","Indian","2025-03-02 14:55:13"
"IND000403",2985,39,695,"2026-04-12","2026-04-20",8,4,3,7,"Cancelled","Pending","156040.00","18724.80","174764.80","66517.25","2026-03-13","None","Booking.com","24 hours before check-in","Foreign","2026-01-14 14:55:13"
"IND000404",5092,21,2126,"2026-01-15","2026-01-20",5,4,3,7,"No Show","Refunded","83855.00","10062.60","93917.60","86129.92","2025-11-01","Wedding arrangements","OYO","24 hours before check-in","Foreign","2025-11-11 14:55:13"
"IND000405",7924,16,2762,"2025-04-25","2025-05-03",8,3,2,5,"Checked Out","Pending","193760.00","23251.20","217011.20","208999.72","2025-03-05","Vegetarian meals only","Website","24 hours before check-in","Indian","2025-02-11 14:55:13"
"IND000406",5134,47,1928,"2026-01-22","2026-02-12",21,2,2,4,"No Show","Refunded","576912.00","69229.44","646141.44","448777.47","2026-01-14","Business meeting setup","Phone","24 hours before check-in","Foreign","2025-11-16 14:55:13"
"IND000407",3540,30,2257,"2025-10-27","2025-11-02",6,1,2,3,"Checked In","Pending","207900.00","24948.00","232848.00","144096.17","2025-09-20","Late check-in","Phone","24 hours before check-in","Foreign","2025-08-02 14:55:13"
"IND000408",7369,17,1584,"2026-02-23","2026-02-25",2,6,2,8,"Cancelled","Partial","11946.00","1433.52","13379.52","3992.06","2025-12-22","High floor room","Travel Agent","24 hours before check-in","Indian","2026-01-23 14:55:13"
"IND000409",1292,46,1429,"2025-09-15","2025-10-06",21,1,4,5,"Pending","Refunded","462189.00","55462.68","517651.68","307726.73","2025-09-07","Birthday surprise","Walk-in","24 hours before check-in","Indian","2025-09-10 14:55:13"
"IND000410",4740,39,1190,"2025-10-13","2025-11-01",19,2,0,2,"Checked Out","Paid","725040.00","87004.80","812044.80","597591.95","2025-07-23","Extra towels","Agoda","24 hours before check-in","Indian","2025-09-07 14:55:13"
"IND000411",6058,16,578,"2025-11-08","2025-11-29",21,6,0,6,"Checked Out","Refunded","305823.00","36698.76","342521.76","192440.79","2025-09-13","Late check-in","Website","24 hours before check-in","Indian","2025-08-14 14:55:13"
"IND000412",3432,9,1219,"2025-11-16","2025-11-22",6,5,1,6,"Checked Out","Paid","33480.00","4017.60","37497.60","25867.70","2025-09-08","Wedding arrangements","Goibibo","24 hours before check-in","Indian","2025-08-30 14:55:13"
"IND000413",4499,21,2634,"2026-04-02","2026-04-23",21,6,4,10,"Pending","Paid","430584.00","51670.08","482254.08","228456.77","2026-01-26","Extra towels","Phone","24 hours before check-in","Foreign","2026-02-02 14:55:13"
"IND000414",7298,39,1008,"2026-01-21","2026-02-04",14,4,0,4,"Confirmed","Refunded","337862.00","40543.44","378405.44","68357.43","2025-12-24","Ayurvedic spa booking","Walk-in","24 hours before check-in","Foreign","2026-01-02 14:55:13"
"IND000415",5373,46,2729,"2025-07-26","2025-08-07",12,5,1,6,"Checked Out","Paid","450960.00","54115.20","505075.20","451743.19","2025-06-05","Vegetarian meals only","OYO","24 hours before check-in","Foreign","2025-05-31 14:55:13"
"IND000416",1109,21,1435,"2026-04-04","2026-04-25",21,2,1,3,"Pending","Partial","452046.00","54245.52","506291.52","453822.43","2026-02-07","Honeymoon package","Booking.com","24 hours before check-in","Indian","2026-01-05 14:55:13"
"IND000417",2079,40,1000,"2025-11-19","2025-11-28",9,2,1,3,"Checked In","Paid","128493.00","15419.16","143912.16","58306.87","2025-09-30","Quiet room","Website","24 hours before check-in","Foreign","2025-11-14 14:55:13"
"IND000418",1872,5,1145,"2025-12-02","2025-12-12",10,5,3,8,"Checked In","Pending","62540.00","7504.80","70044.80","22086.87","2025-10-12","Late check-in","Phone","24 hours before check-in","Indian","2025-11-24 14:55:13"
"IND000419",2515,25,995,"2025-07-20","2025-07-31",11,5,2,7,"Checked Out","Paid","266970.00","32036.40","299006.40","213092.90","2025-04-29","Quiet room","Corporate","24 hours before check-in","Foreign","2025-05-09 14:55:13"
"IND000420",7106,19,1585,"2025-05-26","2025-06-03",8,4,0,4,"Checked Out","Partial","256432.00","30771.84","287203.84","223060.09","2025-03-24","Cultural tour arrangement","Booking.com","24 hours before check-in","Foreign","2025-03-14 14:55:13"
"IND000421",5894,9,462,"2026-04-09","2026-04-16",7,2,4,6,"Checked In","Pending","221634.00","26596.08","248230.08","179271.61","2026-03-23","High floor room","Goibibo","24 hours before check-in","Indian","2026-04-06 14:55:13"
"IND000422",2223,50,784,"2026-01-23","2026-02-02",10,5,4,9,"Checked Out","Refunded","115710.00","13885.20","129595.20","18186.72","2026-01-01","Anniversary celebration","Booking.com","24 hours before check-in","Foreign","2026-01-18 14:55:13"
"IND000423",4637,37,513,"2025-08-21","2025-08-31",10,5,1,6,"Confirmed","Refunded","206650.00","24798.00","231448.00","71474.80","2025-06-09","Extra towels","Travel Agent","24 hours before check-in","Foreign","2025-07-22 14:55:13"
"IND000424",4362,11,279,"2025-06-13","2025-06-19",6,3,4,7,"Checked Out","Pending","67440.00","8092.80","75532.80","25284.84","2025-04-07","Cultural tour arrangement","Booking.com","24 hours before check-in","Indian","2025-05-14 14:55:13"
"IND000425",2243,35,2688,"2025-07-15","2025-07-18",3,6,4,10,"Cancelled","Paid","62685.00","7522.20","70207.20","17134.32","2025-07-14","Business meeting setup","Walk-in","24 hours before check-in","Indian","2025-06-29 14:55:13"
"IND000426",5185,40,2139,"2026-01-19","2026-01-24",5,5,3,8,"No Show","Paid","160530.00","19263.60","179793.60","177157.38","2025-11-10","Cultural tour arrangement","Booking.com","24 hours before check-in","Indian","2025-11-13 14:55:13"
"IND000427",6447,25,983,"2025-11-05","2025-11-07",2,2,3,5,"No Show","Paid","56306.00","6756.72","63062.72","18363.79","2025-10-08","Ayurvedic spa booking","Walk-in","24 hours before check-in","Foreign","2025-08-31 14:55:13"
"IND000428",6084,49,2121,"2025-11-30","2025-12-01",1,2,2,4,"Pending","Paid","39662.00","4759.44","44421.44","22715.00","2025-09-18","Vegetarian meals only","OYO","24 hours before check-in","Foreign","2025-10-24 14:55:13"
"IND000429",2687,16,733,"2025-11-06","2025-11-15",9,3,0,3,"Checked Out","Paid","126495.00","15179.40","141674.40","69949.11","2025-08-09","Ayurvedic spa booking","MakeMyTrip","24 hours before check-in","Indian","2025-09-28 14:55:13"
"IND000430",3971,21,180,"2025-06-08","2025-06-20",12,1,4,5,"No Show","Paid","390444.00","46853.28","437297.28","183563.99","2025-04-02","Birthday surprise","MakeMyTrip","24 hours before check-in","Indian","2025-03-20 14:55:13"
"IND000431",7246,21,1137,"2026-03-03","2026-03-19",16,5,2,7,"Checked Out","Partial","173968.00","20876.16","194844.16","71515.86","2025-12-11","Cultural tour arrangement","OYO","24 hours before check-in","Foreign","2026-01-23 14:55:13"
"IND000432",5628,19,875,"2025-07-18","2025-08-05",18,4,3,7,"No Show","Pending","457974.00","54956.88","512930.88","403034.09","2025-06-07","Quiet room","Phone","24 hours before check-in","Foreign","2025-07-13 14:55:13"
"IND000433",5344,45,327,"2025-10-30","2025-11-03",4,6,2,8,"Checked Out","Refunded","94908.00","11388.96","106296.96","60074.29","2025-09-10","None","Agoda","24 hours before check-in","Indian","2025-09-22 14:55:13"
"IND000434",50,10,1393,"2025-12-09","2025-12-10",1,6,2,8,"Checked In","Partial","9141.00","1096.92","10237.92","2972.49","2025-10-19","Cultural tour arrangement","Phone","24 hours before check-in","Foreign","2025-09-17 14:55:13"
"IND000435",1477,18,1244,"2025-07-13","2025-07-23",10,6,0,6,"Cancelled","Refunded","399810.00","47977.20","447787.20","177730.15","2025-07-08","Late check-in","Website","24 hours before check-in","Foreign","2025-05-06 14:55:13"
"IND000436",4773,40,2667,"2025-12-18","2025-12-25",7,5,0,5,"Pending","Refunded","37618.00","4514.16","42132.16","27369.93","2025-12-11","Birthday surprise","Travel Agent","24 hours before check-in","Foreign","2025-11-10 14:55:13"
"IND000437",5429,46,1698,"2025-11-25","2025-11-28",3,3,0,3,"No Show","Paid","108132.00","12975.84","121107.84","95120.00","2025-11-01","High floor room","MakeMyTrip","24 hours before check-in","Indian","2025-10-26 14:55:13"
"IND000438",1100,38,2598,"2025-11-24","2025-12-11",17,3,1,4,"Cancelled","Refunded","180693.00","21683.16","202376.16","110332.97","2025-10-14","Extra towels","Phone","24 hours before check-in","Indian","2025-10-13 14:55:13"
"IND000439",6760,23,2112,"2025-09-05","2025-09-23",18,1,4,5,"Checked Out","Partial","275652.00","33078.24","308730.24","170992.80","2025-08-28","Vegetarian meals only","Walk-in","24 hours before check-in","Indian","2025-06-27 14:55:13"
"IND000440",7715,21,1973,"2025-04-30","2025-05-11",11,5,1,6,"Pending","Partial","349239.00","41908.68","391147.68","247559.46","2025-03-26","Late check-in","OYO","24 hours before check-in","Indian","2025-03-05 14:55:13"
"IND000441",400,26,641,"2025-10-14","2025-10-26",12,1,3,4,"No Show","Refunded","156264.00","18751.68","175015.68","36192.90","2025-09-23","None","Phone","24 hours before check-in","Indian","2025-09-26 14:55:13"
"IND000442",6753,24,2056,"2025-10-26","2025-11-08",13,5,1,6,"Confirmed","Paid","335166.00","40219.92","375385.92","301473.95","2025-08-26","Honeymoon package","Walk-in","24 hours before check-in","Foreign","2025-08-28 14:55:13"
"IND000443",4643,6,588,"2026-03-14","2026-04-03",20,1,4,5,"Cancelled","Pending","133740.00","16048.80","149788.80","139042.14","2026-02-19","Early check-out","Corporate","24 hours before check-in","Foreign","2026-02-23 14:55:13"
"IND000444",7536,18,247,"2025-08-03","2025-08-22",19,5,3,8,"No Show","Partial","74746.00","8969.52","83715.52","71204.01","2025-06-19","None","Phone","24 hours before check-in","Indian","2025-05-11 14:55:13"
"IND000445",3427,48,2950,"2026-04-12","2026-04-15",3,2,2,4,"Cancelled","Pending","91359.00","10963.08","102322.08","61687.77","2026-01-19","Birthday surprise","Booking.com","24 hours before check-in","Indian","2026-03-12 14:55:13"
"IND000446",70,16,1686,"2025-10-28","2025-11-15",18,3,3,6,"Checked Out","Partial","632484.00","75898.08","708382.08","520432.49","2025-09-27","Late check-in","Goibibo","24 hours before check-in","Indian","2025-10-21 14:55:13"
"IND000447",3710,7,1772,"2026-03-31","2026-04-01",1,5,2,7,"Checked Out","Paid","19694.00","2363.28","22057.28","17039.29","2026-01-22","Ayurvedic spa booking","MakeMyTrip","24 hours before check-in","Foreign","2026-02-06 14:55:13"
"IND000448",4264,43,1896,"2025-07-30","2025-08-12",13,6,3,9,"No Show","Partial","185081.00","22209.72","207290.72","49623.48","2025-07-23","Early check-out","Agoda","24 hours before check-in","Indian","2025-06-13 14:55:13"
"IND000449",5502,50,5,"2025-10-26","2025-11-15",20,1,0,1,"No Show","Partial","378760.00","45451.20","424211.20","161373.87","2025-09-19","Business meeting setup","Goibibo","24 hours before check-in","Indian","2025-10-03 14:55:13"
"IND000450",3842,43,2167,"2025-07-02","2025-07-21",19,2,2,4,"Checked Out","Refunded","705261.00","84631.32","789892.32","633076.97","2025-05-31","Quiet room","Booking.com","24 hours before check-in","Foreign","2025-04-22 14:55:13"
"IND000451",5083,49,1827,"2025-10-02","2025-10-03",1,6,3,9,"Checked In","Pending","15961.00","1915.32","17876.32","6227.06","2025-08-13","Anniversary celebration","Agoda","24 hours before check-in","Indian","2025-07-07 14:55:13"
"IND000452",1893,41,1427,"2025-07-21","2025-08-06",16,3,3,6,"Checked Out","Refunded","158656.00","19038.72","177694.72","132289.32","2025-06-27","Honeymoon package","Walk-in","24 hours before check-in","Foreign","2025-04-28 14:55:13"
"IND000453",3323,6,2584,"2025-05-11","2025-05-17",6,1,4,5,"Checked In","Refunded","82890.00","9946.80","92836.80","73390.34","2025-04-27","Business meeting setup","Website","24 hours before check-in","Foreign","2025-03-11 14:55:13"
"IND000454",492,43,1499,"2025-12-31","2026-01-01",1,2,3,5,"Confirmed","Paid","15975.00","1917.00","17892.00","16790.56","2025-10-15","Vegetarian meals only","Travel Agent","24 hours before check-in","Foreign","2025-11-19 14:55:13"
"IND000455",3174,33,2910,"2026-03-10","2026-03-21",11,5,4,9,"Checked In","Pending","140800.00","16896.00","157696.00","46338.60","2025-12-27","Ayurvedic spa booking","Corporate","24 hours before check-in","Foreign","2026-03-03 14:55:13"
"IND000456",2453,43,1067,"2026-02-05","2026-02-23",18,1,0,1,"Cancelled","Pending","172566.00","20707.92","193273.92","98957.08","2025-11-20","Ayurvedic spa booking","MakeMyTrip","24 hours before check-in","Indian","2025-12-09 14:55:13"
"IND000457",3337,29,841,"2025-07-28","2025-08-14",17,6,0,6,"No Show","Refunded","361862.00","43423.44","405285.44","99347.07","2025-07-06","Birthday surprise","Goibibo","24 hours before check-in","Foreign","2025-06-10 14:55:13"
"IND000458",6254,21,1374,"2025-09-15","2025-09-19",4,3,1,4,"Cancelled","Refunded","150704.00","18084.48","168788.48","129620.63","2025-07-29","Wedding arrangements","Corporate","24 hours before check-in","Foreign","2025-06-29 14:55:13"
"IND000459",5993,25,2034,"2025-09-18","2025-10-03",15,1,3,4,"Cancelled","Refunded","580170.00","69620.40","649790.40","419459.84","2025-06-23","High floor room","OYO","24 hours before check-in","Foreign","2025-07-16 14:55:13"
"IND000460",4300,46,2906,"2025-12-15","2025-12-25",10,6,0,6,"Checked In","Paid","321610.00","38593.20","360203.20","223722.05","2025-11-12","High floor room","Agoda","24 hours before check-in","Foreign","2025-12-03 14:55:13"
"IND000461",4121,39,1259,"2025-06-01","2025-06-12",11,3,0,3,"No Show","Partial","289597.00","34751.64","324348.64","68318.78","2025-05-26","Business meeting setup","Goibibo","24 hours before check-in","Indian","2025-03-10 14:55:13"
"IND000462",7243,3,2602,"2026-02-11","2026-02-18",7,2,0,2,"Confirmed","Refunded","28721.00","3446.52","32167.52","25163.52","2026-02-02","Cultural tour arrangement","Phone","24 hours before check-in","Foreign","2025-12-31 14:55:13"
"IND000463",5667,34,2575,"2026-04-16","2026-04-20",4,3,4,7,"Confirmed","Pending","144876.00","17385.12","162261.12","122490.25","2026-02-14","Airport pickup","Goibibo","24 hours before check-in","Foreign","2026-01-21 14:55:13"
"IND000464",4986,33,2684,"2026-01-10","2026-01-15",5,1,3,4,"Confirmed","Partial","23830.00","2859.60","26689.60","18652.58","2025-10-24","Late check-in","Booking.com","24 hours before check-in","Foreign","2025-10-13 14:55:13"
"IND000465",5408,1,449,"2025-11-18","2025-11-21",3,2,0,2,"Pending","Paid","12549.00","1505.88","14054.88","3368.36","2025-11-12","Wedding arrangements","MakeMyTrip","24 hours before check-in","Foreign","2025-10-01 14:55:13"
"IND000466",4480,9,1787,"2025-07-27","2025-08-01",5,2,3,5,"Checked In","Refunded","147155.00","17658.60","164813.60","133312.23","2025-05-10","Ayurvedic spa booking","Goibibo","24 hours before check-in","Foreign","2025-05-04 14:55:13"
"IND000467",5499,25,1091,"2025-07-20","2025-08-07",18,4,1,5,"Pending","Refunded","359046.00","43085.52","402131.52","154484.05","2025-06-16","Anniversary celebration","Goibibo","24 hours before check-in","Foreign","2025-05-11 14:55:13"
"IND000468",2726,27,2247,"2026-03-31","2026-04-17",17,2,1,3,"Pending","Refunded","491691.00","59002.92","550693.92","257739.94","2026-03-07","Early check-out","Booking.com","24 hours before check-in","Foreign","2026-03-11 14:55:13"
"IND000469",4201,3,556,"2026-02-04","2026-02-10",6,1,1,2,"Checked Out","Pending","23268.00","2792.16","26060.16","13310.41","2026-01-27","Honeymoon package","MakeMyTrip","24 hours before check-in","Foreign","2026-01-19 14:55:13"
"IND000470",7968,25,1094,"2025-08-08","2025-08-13",5,4,1,5,"Cancelled","Paid","179780.00","21573.60","201353.60","60938.15","2025-05-22","Quiet room","Phone","24 hours before check-in","Indian","2025-06-20 14:55:13"
