"maintenance_id","hotel_id","room_id","issue_type","priority","description","reported_date","reported_by","assigned_staff","status","completion_date","cost_inr","gst_amount_inr","total_cost_inr","parts_used","vendor_involved","guest_impact","follow_up_required","warranty_applicable","created_at","updated_at"
"MNT000104",41,NULL,"AC Repair","High","Room door lock issue","2025-07-03 15:57:10","EMP0218","EMP0027","Completed","2025-07-12 15:57:10","7889.31","1420.08","9309.39","Door Handle","In-house","Major",False,True,"2025-07-03 15:57:10","2025-07-12 15:57:10"
"MNT000105",37,1834,"Electrical","High","Light bulb replacement needed","2025-04-01 15:57:10","EMP0282","EMP0649","In Progress",NULL,"0.00","0.00","0.00",NULL,"In-house","Minor",False,False,"2025-04-01 15:57:10","2025-08-19 15:57:10"
"MNT000106",25,2898,"Painting","Critical","Ceiling fan making noise","2025-06-02 15:57:10","EMP0428","EMP0023","Open","2025-06-12 15:57:10","5719.14","1029.45","6748.59","Remote Battery","Brand Service Center","Major",True,True,"2025-06-02 15:57:10","2025-06-12 15:57:10"
"MNT000107",42,2718,"Ceiling Fan","High","Bed sheet stains","2025-04-19 15:57:10","EMP0745","EMP0114","On Hold","2025-04-29 15:57:10","4226.93","760.85","4987.78","Paint","In-house","None",False,True,"2025-04-19 15:57:10","2025-04-29 15:57:10"
"MNT000108",16,2428,"WiFi Issues","Medium","Carpet cleaning required","2025-03-25 15:57:10","EMP0557","EMP0062","On Hold","2025-04-11 15:57:10","305.13","54.92","360.05","Lock Mechanism","In-house","Minor",False,True,"2025-03-25 15:57:10","2025-04-11 15:57:10"
"MNT000109",24,573,"Window Repair","High","Room door lock issue","2025-04-17 15:57:10","EMP0701","EMP0692","In Progress","2025-04-21 15:57:10","6519.49","1173.51","7693.00","AC Filter","Local Contractor","Major",True,True,"2025-04-17 15:57:10","2025-04-21 15:57:10"
"MNT000110",40,225,"Geyser Repair","High","WiFi connectivity issue","2025-04-03 15:57:10","EMP0335","EMP0682","In Progress",NULL,"0.00","0.00","0.00",NULL,"In-house","Minor",True,False,"2025-04-03 15:57:10","2025-08-19 15:57:10"
"MNT000111",4,2093,"AC Repair","Low","TV remote not working","2025-04-20 15:57:10","EMP0212","EMP0007","On Hold","2025-04-24 15:57:10","2221.04","399.79","2620.83","Geyser Element","Brand Service Center","Minor",True,True,"2025-04-20 15:57:10","2025-04-24 15:57:10"
"MNT000112",26,877,"Pest Control","Critical","WiFi connectivity issue","2025-07-02 15:57:10","EMP0429","EMP0275","On Hold","2025-07-08 15:57:10","18126.99","3262.86","21389.85","AC Filter","Local Contractor","Minor",True,True,"2025-07-02 15:57:10","2025-07-08 15:57:10"
"MNT000113",1,2680,"Window Repair","Low","TV remote not working","2025-04-30 15:57:10","EMP0396","EMP0142","Cancelled","2025-05-16 15:57:10","1576.35","283.74","1860.09","Door Handle","In-house","None",True,True,"2025-04-30 15:57:10","2025-05-16 15:57:10"
"MNT000114",43,1108,"Furniture Repair","Critical","Window blind repair","2025-02-27 15:57:10","EMP0211","EMP0113","In Progress","2025-03-04 15:57:10","17263.70","3107.47","20371.17","Door Handle","Brand Service Center","Major",False,False,"2025-02-27 15:57:10","2025-03-04 15:57:10"
"MNT000115",30,2057,"Lock Repair","High","Bathroom tap leaking","2025-05-29 15:57:10","EMP0723","EMP0566","Open","2025-06-08 15:57:10","4449.38","800.89","5250.27","Door Handle","Local Contractor","None",False,True,"2025-05-29 15:57:10","2025-06-08 15:57:10"
"MNT000116",13,2814,"WiFi Issues","High","Bathroom tap leaking","2025-04-27 15:57:10","EMP0366","EMP0560","On Hold","2025-05-12 15:57:10","7550.70","1359.13","8909.83","Tap Washer","Local Contractor","Minor",True,True,"2025-04-27 15:57:10","2025-05-12 15:57:10"
"MNT000117",7,NULL,"Electrical","Low","TV remote not working","2025-04-12 15:57:10","EMP0237","EMP0650","Cancelled","2025-05-01 15:57:10","2485.15","447.33","2932.48","Door Handle","In-house","Major",False,True,"2025-04-12 15:57:10","2025-05-01 15:57:10"
"MNT000118",6,2882,"Bathroom Fixtures","Low","Light bulb replacement needed","2025-04-20 15:57:10","EMP0735","EMP0175","Completed","2025-05-09 15:57:10","2376.37","427.75","2804.12","Tap Washer","In-house","None",False,False,"2025-04-20 15:57:10","2025-05-09 15:57:10"
"MNT000119",16,196,"Plumbing","Medium","Room door lock issue","2025-06-19 15:57:10","EMP0122","EMP0391","Open","2025-06-22 15:57:10","1252.94","225.53","1478.47","Tap Washer","In-house","Minor",True,True,"2025-06-19 15:57:10","2025-06-22 15:57:10"
"MNT000120",30,NULL,"Ceiling Fan","Medium","AC not cooling properly","2025-07-26 15:57:10","EMP0314","EMP0236","Completed","2025-08-03 15:57:10","2816.73","507.01","3323.74","Lock Mechanism","In-house","None",True,False,"2025-07-26 15:57:10","2025-08-03 15:57:10"
"MNT000121",47,NULL,"Bathroom Fixtures","High","WiFi connectivity issue","2025-06-09 15:57:10","EMP0344","EMP0072","On Hold","2025-06-28 15:57:10","7627.11","1372.88","8999.99","Remote Battery","Brand Service Center","Minor",False,True,"2025-06-09 15:57:10","2025-06-28 15:57:10"
"MNT000122",37,1026,"Plumbing","High","Bathroom tap leaking","2025-05-03 15:57:10","EMP0712","EMP0783","In Progress","2025-05-19 15:57:10","3399.14","611.85","4010.99","AC Filter","Local Contractor","Minor",True,True,"2025-05-03 15:57:10","2025-05-19 15:57:10"
"MNT000123",23,2536,"Bathroom Fixtures","Critical","Mini-bar not working","2025-04-14 15:57:10","EMP0428","EMP0186","In Progress",NULL,"0.00","0.00","0.00",NULL,"In-house","Minor",True,False,"2025-04-14 15:57:10","2025-08-19 15:57:10"
"MNT000124",3,2905,"Lock Repair","High","Ceiling fan making noise","2025-06-09 15:57:10","EMP0680","EMP0740","Open","2025-06-29 15:57:10","4248.70","764.77","5013.47","AC Filter","Local Contractor","Minor",True,False,"2025-06-09 15:57:10","2025-06-29 15:57:10"
"MNT000125",3,1220,"Geyser Repair","Critical","Mini-bar not working","2025-04-03 15:57:10","EMP0703","EMP0115","Open",NULL,"0.00","0.00","0.00",NULL,"In-house","Major",True,False,"2025-04-03 15:57:10","2025-08-19 15:57:10"
"MNT000126",41,229,"Plumbing","Critical","Balcony door handle broken","2025-05-21 15:57:10","EMP0251","EMP0014","On Hold","2025-06-02 15:57:10","5869.61","1056.53","6926.14","None","In-house","None",False,False,"2025-05-21 15:57:10","2025-06-02 15:57:10"
"MNT000127",1,1045,"WiFi Issues","High","Bed sheet stains","2025-08-13 15:57:10","EMP0302","EMP0022","In Progress","2025-08-22 15:57:10","1220.34","219.66","1440.00","Remote Battery","In-house","None",False,False,"2025-08-13 15:57:10","2025-08-22 15:57:10"
"MNT000128",10,806,"Furniture Repair","High","Mini-bar not working","2025-04-16 15:57:10","EMP0744","EMP0265","On Hold",NULL,"0.00","0.00","0.00",NULL,"In-house","None",True,False,"2025-04-16 15:57:10","2025-08-19 15:57:10"
"MNT000129",5,2703,"Furniture Repair","Medium","Light bulb replacement needed","2025-05-20 15:57:10","EMP0452","EMP0052","Cancelled","2025-05-26 15:57:10","1632.50","293.85","1926.35","Light Bulb","In-house","Minor",True,False,"2025-05-20 15:57:10","2025-05-26 15:57:10"
"MNT000130",31,699,"Geyser Repair","Medium","AC not cooling properly","2025-06-20 15:57:10","EMP0504","EMP0698","In Progress","2025-07-05 15:57:10","1007.49","181.35","1188.84","Door Handle","In-house","Major",False,True,"2025-06-20 15:57:10","2025-07-05 15:57:10"
"MNT000131",46,NULL,"Furniture Repair","High","Paint peeling off walls","2025-05-31 15:57:10","EMP0726","EMP0515","Completed",NULL,"0.00","0.00","0.00",NULL,"In-house","Major",True,False,"2025-05-31 15:57:10","2025-08-19 15:57:10"
"MNT000132",46,247,"Electrical","Low","Bed sheet stains","2025-03-04 15:57:10","EMP0620","EMP0282","On Hold","2025-03-06 15:57:10","1134.33","204.18","1338.51","Geyser Element","In-house","None",False,False,"2025-03-04 15:57:10","2025-03-06 15:57:10"
"MNT000133",49,NULL,"Window Repair","Critical","TV remote not working","2025-07-17 15:57:10","EMP0531","EMP0136","Cancelled",NULL,"0.00","0.00","0.00",NULL,"In-house","None",False,False,"2025-07-17 15:57:10","2025-08-19 15:57:10"
"MNT000134",23,1224,"Lock Repair","High","TV remote not working","2025-03-29 15:57:10","EMP0297","EMP0319","Open","2025-04-10 15:57:10","6111.86","1100.13","7211.99","None","In-house","None",True,False,"2025-03-29 15:57:10","2025-04-10 15:57:10"
"MNT000135",31,1544,"Window Repair","Medium","Ceiling fan making noise","2025-04-15 15:57:10","EMP0069","EMP0180","In Progress","2025-04-17 15:57:10","2497.95","449.63","2947.58","Door Handle","In-house","Minor",True,True,"2025-04-15 15:57:10","2025-04-17 15:57:10"
"MNT000136",12,2358,"Furniture Repair","Medium","Carpet cleaning required","2025-08-02 15:57:10","EMP0742","EMP0472","In Progress",NULL,"0.00","0.00","0.00",NULL,"In-house","Major",False,False,"2025-08-02 15:57:10","2025-08-19 15:57:10"
"MNT000137",3,50,"TV/Electronics","High","Room door lock issue","2025-04-25 15:57:10","EMP0020","EMP0233","Open",NULL,"0.00","0.00","0.00",NULL,"In-house","None",False,False,"2025-04-25 15:57:10","2025-08-19 15:57:10"
"MNT000138",5,519,"Pest Control","Low","Mini-bar not working","2025-02-23 15:57:10","EMP0139","EMP0672","Completed","2025-03-14 15:57:10","958.25","172.48","1130.73","None","In-house","Minor",False,False,"2025-02-23 15:57:10","2025-03-14 15:57:10"
"MNT000139",20,1931,"Geyser Repair","Critical","Light bulb replacement needed","2025-03-14 15:57:10","EMP0485","EMP0116","Open","2025-04-02 15:57:10","16628.24","2993.08","19621.32","Remote Battery","Local Contractor","None",True,False,"2025-03-14 15:57:10","2025-04-02 15:57:10"
"MNT000140",17,NULL,"Room Cleaning","Medium","Bed sheet stains","2025-06-20 15:57:10","EMP0425","EMP0399","Completed",NULL,"0.00","0.00","0.00",NULL,"In-house","None",True,False,"2025-06-20 15:57:10","2025-08-19 15:57:10"
"MNT000141",47,NULL,"Pest Control","Critical","WiFi connectivity issue","2025-04-13 15:57:10","EMP0639","EMP0150","On Hold","2025-04-30 15:57:10","14640.69","2635.32","17276.01","Light Bulb","Local Contractor","Major",False,False,"2025-04-13 15:57:10","2025-04-30 15:57:10"
"MNT000142",28,544,"Plumbing","High","Bathroom tap leaking","2025-05-11 15:57:10","EMP0231","EMP0302","In Progress","2025-06-01 15:57:10","1496.72","269.41","1766.13","Door Handle","In-house","Major",False,True,"2025-05-11 15:57:10","2025-06-01 15:57:10"
"MNT000143",22,2853,"Ceiling Fan","Critical","Carpet cleaning required","2025-08-11 15:57:10","EMP0283","EMP0602","On Hold","2025-08-27 15:57:10","10850.73","1953.13","12803.86","Geyser Element","In-house","Minor",False,True,"2025-08-11 15:57:10","2025-08-27 15:57:10"
"MNT000144",15,435,"Bathroom Fixtures","High","AC not cooling properly","2025-08-18 15:57:10","EMP0469","EMP0057","On Hold",NULL,"0.00","0.00","0.00",NULL,"In-house","Minor",False,False,"2025-08-18 15:57:10","2025-08-19 15:57:10"
"MNT000145",6,2435,"Pest Control","High","WiFi connectivity issue","2025-06-19 15:57:10","EMP0494","EMP0491","Cancelled","2025-06-30 15:57:10","2825.50","508.59","3334.09","AC Filter","Brand Service Center","Minor",True,True,"2025-06-19 15:57:10","2025-06-30 15:57:10"
"MNT000146",16,2047,"Plumbing","High","TV remote not working","2025-03-12 15:57:10","EMP0739","EMP0768","Cancelled","2025-03-14 15:57:10","1102.40","198.43","1300.83","Tap Washer","In-house","Major",True,True,"2025-03-12 15:57:10","2025-03-14 15:57:10"
"MNT000147",44,1392,"Electrical","High","Room door lock issue","2025-07-20 15:57:10","EMP0613","EMP0052","On Hold","2025-07-30 15:57:10","5815.79","1046.84","6862.63","Geyser Element","In-house","None",True,True,"2025-07-20 15:57:10","2025-07-30 15:57:10"
"MNT000148",32,1529,"Ceiling Fan","Medium","Paint peeling off walls","2025-06-17 15:57:10","EMP0659","EMP0227","In Progress","2025-06-24 15:57:10","862.31","155.22","1017.53","Geyser Element","In-house","Major",False,False,"2025-06-17 15:57:10","2025-06-24 15:57:10"
"MNT000149",48,692,"Bathroom Fixtures","Medium","Mini-bar not working","2025-03-22 15:57:10","EMP0793","EMP0660","Cancelled",NULL,"0.00","0.00","0.00",NULL,"In-house","Major",True,False,"2025-03-22 15:57:10","2025-08-19 15:57:10"
"MNT000150",32,740,"Carpentry","Critical","Room door lock issue","2025-07-04 15:57:10","EMP0166","EMP0386","Completed","2025-07-22 15:57:10","10175.53","1831.60","12007.13","Geyser Element","Local Contractor","Minor",False,False,"2025-07-04 15:57:10","2025-07-22 15:57:10"
"MNT000151",35,1239,"Window Repair","Medium","Balcony door handle broken","2025-03-03 15:57:10","EMP0184","EMP0271","On Hold",NULL,"0.00","0.00","0.00",NULL,"In-house","None",False,False,"2025-03-03 15:57:10","2025-08-19 15:57:10"
"MNT000152",13,758,"Pest Control","High","AC not cooling properly","2025-03-24 15:57:10","EMP0283","EMP0100","Completed","2025-03-29 15:57:10","5192.24","934.60","6126.84","Door Handle","Local Contractor","Minor",False,False,"2025-03-24 15:57:10","2025-03-29 15:57:10"
"MNT000153",12,2441,"Ceiling Fan","Critical","Carpet cleaning required","2025-06-03 15:57:10","EMP0491","EMP0481","In Progress",NULL,"0.00","0.00","0.00",NULL,"In-house","Major",True,False,"2025-06-03 15:57:10","2025-08-19 15:57:10"
"MNT000154",23,482,"Bathroom Fixtures","High","Ceiling fan making noise","2025-05-25 15:57:10","EMP0292","EMP0317","On Hold","2025-06-05 15:57:10","7083.62","1275.05","8358.67","None","Brand Service Center","None",True,True,"2025-05-25 15:57:10","2025-06-05 15:57:10"
"MNT000155",31,2803,"AC Repair","Medium","Bed sheet stains","2025-07-20 15:57:10","EMP0773","EMP0380","Open","2025-07-21 15:57:10","2461.45","443.06","2904.51","Geyser Element","Brand Service Center","Major",False,False,"2025-07-20 15:57:10","2025-07-21 15:57:10"
"MNT000156",31,2775,"Plumbing","Medium","Bathroom exhaust fan noise","2025-04-22 15:57:10","EMP0748","EMP0171","Cancelled","2025-05-05 15:57:10","2891.82","520.53","3412.35","Geyser Element","In-house","None",False,False,"2025-04-22 15:57:10","2025-05-05 15:57:10"
"MNT000157",38,NULL,"Pest Control","Low","Room door lock issue","2025-07-26 15:57:10","EMP0280","EMP0193","In Progress","2025-07-29 15:57:10","2078.42","374.12","2452.54","Lock Mechanism","In-house","Major",False,False,"2025-07-26 15:57:10","2025-07-29 15:57:10"
"MNT000158",31,2398,"Carpentry","Critical","Light bulb replacement needed","2025-05-19 15:57:10","EMP0626","EMP0622","In Progress","2025-05-24 15:57:10","12067.37","2172.13","14239.50","Fan Belt","Brand Service Center","None",False,False,"2025-05-19 15:57:10","2025-05-24 15:57:10"
"MNT000159",41,1628,"WiFi Issues","Low","WiFi connectivity issue","2025-05-20 15:57:10","EMP0337","EMP0611","Completed","2025-05-27 15:57:10","2924.50","526.41","3450.91","Remote Battery","Brand Service Center","Minor",True,False,"2025-05-20 15:57:10","2025-05-27 15:57:10"
"MNT000160",42,NULL,"Room Cleaning","High","Carpet cleaning required","2025-08-11 15:57:10","EMP0236","EMP0111","Open","2025-08-27 15:57:10","6609.40","1189.69","7799.09","None","Brand Service Center","Minor",False,True,"2025-08-11 15:57:10","2025-08-27 15:57:10"
"MNT000161",29,NULL,"TV/Electronics","Medium","AC not cooling properly","2025-06-03 15:57:10","EMP0027","EMP0111","In Progress","2025-06-19 15:57:10","2548.89","458.80","3007.69","Geyser Element","Local Contractor","Minor",True,True,"2025-06-03 15:57:10","2025-06-19 15:57:10"
"MNT000162",35,2059,"Furniture Repair","Low","Bathroom tap leaking","2025-04-13 15:57:10","EMP0378","EMP0301","On Hold","2025-05-02 15:57:10","2044.81","368.07","2412.88","Lock Mechanism","Brand Service Center","Minor",False,False,"2025-04-13 15:57:10","2025-05-02 15:57:10"
"MNT000163",50,538,"Painting","High","Mini-bar not working","2025-05-30 15:57:10","EMP0097","EMP0587","Cancelled","2025-06-03 15:57:10","6351.96","1143.35","7495.31","Door Handle","In-house","None",True,True,"2025-05-30 15:57:10","2025-06-03 15:57:10"
"MNT000164",15,849,"Room Cleaning","Critical","AC not cooling properly","2025-05-15 15:57:10","EMP0568","EMP0422","In Progress","2025-05-29 15:57:10","15341.37","2761.45","18102.82","Light Bulb","In-house","Minor",True,False,"2025-05-15 15:57:10","2025-05-29 15:57:10"
"MNT000165",29,NULL,"AC Repair","Critical","Bathroom tap leaking","2025-03-25 15:57:10","EMP0549","EMP0419","On Hold","2025-04-10 15:57:10","19555.48","3519.99","23075.47","Paint","Brand Service Center","Minor",True,True,"2025-03-25 15:57:10","2025-04-10 15:57:10"
"MNT000166",6,1566,"AC Repair","Medium","TV remote not working","2025-03-05 15:57:10","EMP0509","EMP0197","On Hold",NULL,"0.00","0.00","0.00",NULL,"In-house","Minor",False,False,"2025-03-05 15:57:10","2025-08-19 15:57:10"
"MNT000167",24,921,"Room Cleaning","High","Balcony door handle broken","2025-07-01 15:57:10","EMP0678","EMP0665","Completed",NULL,"0.00","0.00","0.00",NULL,"In-house","None",True,False,"2025-07-01 15:57:10","2025-08-19 15:57:10"
"MNT000168",15,481,"AC Repair","Medium","Bathroom tap leaking","2025-02-23 15:57:10","EMP0587","EMP0047","Cancelled",NULL,"0.00","0.00","0.00",NULL,"In-house","Minor",False,False,"2025-02-23 15:57:10","2025-08-19 15:57:10"
"MNT000169",35,2188,"Carpentry","Medium","Paint peeling off walls","2025-04-01 15:57:10","EMP0560","EMP0236","In Progress","2025-04-17 15:57:10","361.87","65.14","427.01","Light Bulb","In-house","Minor",False,False,"2025-04-01 15:57:10","2025-04-17 15:57:10"
"MNT000170",35,346,"Electrical","High","AC not cooling properly","2025-06-20 15:57:10","EMP0608","EMP0319","Completed","2025-06-25 15:57:10","5831.85","1049.73","6881.58","AC Filter","Local Contractor","Major",True,False,"2025-06-20 15:57:10","2025-06-25 15:57:10"
"MNT000171",12,854,"Room Cleaning","Critical","Carpet cleaning required","2025-03-21 15:57:10","EMP0286","EMP0049","Cancelled","2025-04-04 15:57:10","23185.11","4173.32","27358.43","Geyser Element","In-house","Major",False,True,"2025-03-21 15:57:10","2025-04-04 15:57:10"
"MNT000172",25,2315,"Lock Repair","Medium","TV remote not working","2025-07-01 15:57:10","EMP0549","EMP0210","Cancelled","2025-07-14 15:57:10","1691.04","304.39","1995.43","None","In-house","Major",True,False,"2025-07-01 15:57:10","2025-07-14 15:57:10"
"MNT000173",33,2899,"AC Repair","Critical","Mini-bar not working","2025-03-10 15:57:10","EMP0699","EMP0701","Cancelled","2025-03-15 15:57:10","9585.63","1725.41","11311.04","Geyser Element","In-house","Minor",False,True,"2025-03-10 15:57:10","2025-03-15 15:57:10"
"MNT000174",28,2852,"AC Repair","High","Carpet cleaning required","2025-03-26 15:57:10","EMP0282","EMP0203","Cancelled","2025-04-13 15:57:10","3437.62","618.77","4056.39","Remote Battery","Brand Service Center","Major",True,True,"2025-03-26 15:57:10","2025-04-13 15:57:10"
"MNT000175",39,NULL,"TV/Electronics","Medium","Ceiling fan making noise","2025-05-16 15:57:10","EMP0515","EMP0266","Completed","2025-05-30 15:57:10","2998.46","539.72","3538.18","AC Filter","Brand Service Center","Major",False,False,"2025-05-16 15:57:10","2025-05-30 15:57:10"
"MNT000176",18,63,"Window Repair","Critical","Room door lock issue","2025-06-18 15:57:10","EMP0227","EMP0321","Open",NULL,"0.00","0.00","0.00",NULL,"In-house","Minor",False,False,"2025-06-18 15:57:10","2025-08-19 15:57:10"
"MNT000177",34,182,"Pest Control","Low","Balcony door handle broken","2025-04-20 15:57:10","EMP0325","EMP0385","Open","2025-04-21 15:57:10","1239.25","223.06","1462.31","Lock Mechanism","In-house","None",True,True,"2025-04-20 15:57:10","2025-04-21 15:57:10"
"MNT000178",25,193,"Painting","Low","Window blind repair","2025-04-27 15:57:10","EMP0407","EMP0002","On Hold","2025-05-07 15:57:10","2927.87","527.02","3454.89","AC Filter","In-house","None",True,False,"2025-04-27 15:57:10","2025-05-07 15:57:10"
"MNT000179",40,2965,"Bathroom Fixtures","Critical","Light bulb replacement needed","2025-04-30 15:57:10","EMP0001","EMP0665","Open","2025-05-15 15:57:10","6484.73","1167.25","7651.98","AC Filter","Brand Service Center","Major",True,True,"2025-04-30 15:57:10","2025-05-15 15:57:10"
"MNT000180",40,NULL,"Electrical","High","Window blind repair","2025-03-08 15:57:10","EMP0725","EMP0520","On Hold","2025-03-26 15:57:10","5328.50","959.13","6287.63","AC Filter","Brand Service Center","Minor",False,False,"2025-03-08 15:57:10","2025-03-26 15:57:10"
"MNT000181",41,2058,"Geyser Repair","Critical","Bathroom tap leaking","2025-05-15 15:57:10","EMP0134","EMP0283","Open","2025-05-26 15:57:10","11514.18","2072.55","13586.73","None","In-house","None",False,True,"2025-05-15 15:57:10","2025-05-26 15:57:10"
"MNT000182",13,2608,"Bathroom Fixtures","High","Geyser not heating water","2025-06-05 15:57:10","EMP0728","EMP0496","On Hold","2025-06-13 15:57:10","4573.38","823.21","5396.59","Geyser Element","In-house","Minor",False,False,"2025-06-05 15:57:10","2025-06-13 15:57:10"
"MNT000183",16,NULL,"Window Repair","Medium","Room door lock issue","2025-08-13 15:57:10","EMP0767","EMP0029","Completed",NULL,"0.00","0.00","0.00",NULL,"In-house","None",True,False,"2025-08-13 15:57:10","2025-08-19 15:57:10"
"MNT000184",29,NULL,"Electrical","Critical","Geyser not heating water","2025-04-15 15:57:10","EMP0740","EMP0480","Completed","2025-04-24 15:57:10","18703.83","3366.69","22070.52","Tap Washer","Brand Service Center","Minor",True,False,"2025-04-15 15:57:10","2025-04-24 15:57:10"
"MNT000185",11,1814,"Painting","Medium","Carpet cleaning required","2025-07-01 15:57:10","EMP0538","EMP0405","On Hold",NULL,"0.00","0.00","0.00",NULL,"In-house","Major",True,False,"2025-07-01 15:57:10","2025-08-19 15:57:10"
"MNT000186",8,2772,"WiFi Issues","Low","Carpet cleaning required","2025-07-17 15:57:10","EMP0713","EMP0449","Open",NULL,"0.00","0.00","0.00",NULL,"In-house","None",True,False,"2025-07-17 15:57:10","2025-08-19 15:57:10"
"MNT000187",34,NULL,"Painting","Low","AC not cooling properly","2025-04-01 15:57:10","EMP0725","EMP0609","Open","2025-04-16 15:57:10","1782.58","320.86","2103.44","Lock Mechanism","In-house","None",False,True,"2025-04-01 15:57:10","2025-04-16 15:57:10"
"MNT000188",31,2571,"Geyser Repair","Low","AC not cooling properly","2025-02-27 15:57:10","EMP0374","EMP0134","Completed","2025-03-13 15:57:10","198.76","35.78","234.54","Lock Mechanism","In-house","None",True,False,"2025-02-27 15:57:10","2025-03-13 15:57:10"
"MNT000189",17,NULL,"Geyser Repair","High","WiFi connectivity issue","2025-06-29 15:57:10","EMP0622","EMP0446","In Progress","2025-07-01 15:57:10","5027.84","905.01","5932.85","Fan Belt","In-house","Minor",False,False,"2025-06-29 15:57:10","2025-07-01 15:57:10"
"MNT000190",3,88,"Electrical","Low","WiFi connectivity issue","2025-07-07 15:57:10","EMP0366","EMP0652","On Hold","2025-07-16 15:57:10","1343.44","241.82","1585.26","Geyser Element","In-house","Major",False,True,"2025-07-07 15:57:10","2025-07-16 15:57:10"
"MNT000191",5,378,"Furniture Repair","Medium","Room door lock issue","2025-04-01 15:57:10","EMP0267","EMP0072","Completed","2025-04-02 15:57:10","2161.22","389.02","2550.24","Fan Belt","In-house","Minor",False,True,"2025-04-01 15:57:10","2025-04-02 15:57:10"
"MNT000192",22,2950,"Painting","Critical","Bathroom exhaust fan noise","2025-03-30 15:57:10","EMP0278","EMP0108","Completed","2025-04-03 15:57:10","10451.05","1881.19","12332.24","Lock Mechanism","Brand Service Center","Minor",True,False,"2025-03-30 15:57:10","2025-04-03 15:57:10"
"MNT000193",27,930,"WiFi Issues","High","Carpet cleaning required","2025-06-13 15:57:10","EMP0489","EMP0578","Open","2025-07-04 15:57:10","5166.34","929.94","6096.28","None","Brand Service Center","Minor",False,True,"2025-06-13 15:57:10","2025-07-04 15:57:10"
"MNT000194",7,2095,"Bathroom Fixtures","Low","Paint peeling off walls","2025-04-21 15:57:10","EMP0003","EMP0272","On Hold","2025-05-12 15:57:10","1784.08","321.13","2105.21","Paint","In-house","None",True,False,"2025-04-21 15:57:10","2025-05-12 15:57:10"
"MNT000195",9,1974,"Electrical","High","Bathroom exhaust fan noise","2025-02-25 15:57:10","EMP0506","EMP0797","Completed",NULL,"0.00","0.00","0.00",NULL,"In-house","Minor",True,False,"2025-02-25 15:57:10","2025-08-19 15:57:10"
"MNT000196",4,1025,"Plumbing","High","AC not cooling properly","2025-06-12 15:57:10","EMP0027","EMP0128","On Hold","2025-06-20 15:57:10","2920.64","525.72","3446.36","Tap Washer","In-house","Minor",False,False,"2025-06-12 15:57:10","2025-06-20 15:57:10"
"MNT000197",24,1752,"Ceiling Fan","High","Window blind repair","2025-04-21 15:57:10","EMP0609","EMP0642","In Progress",NULL,"0.00","0.00","0.00",NULL,"In-house","None",True,False,"2025-04-21 15:57:10","2025-08-19 15:57:10"
"MNT000198",22,2864,"Geyser Repair","Medium","Room door lock issue","2025-06-12 15:57:10","EMP0736","EMP0348","On Hold","2025-06-30 15:57:10","198.88","35.80","234.68","Remote Battery","In-house","Major",True,True,"2025-06-12 15:57:10","2025-06-30 15:57:10"
"MNT000199",17,607,"WiFi Issues","Medium","Bathroom exhaust fan noise","2025-02-21 15:57:10","EMP0413","EMP0674","Completed",NULL,"0.00","0.00","0.00",NULL,"In-house","None",False,False,"2025-02-21 15:57:10","2025-08-19 15:57:10"
"MNT000200",10,865,"WiFi Issues","Critical","Bathroom exhaust fan noise","2025-03-02 15:57:10","EMP0333","EMP0644","Cancelled","2025-03-22 15:57:10","24918.29","4485.29","29403.58","None","Brand Service Center","None",True,True,"2025-03-02 15:57:10","2025-03-22 15:57:10"
"MNT000201",12,873,"Geyser Repair","Medium","Ceiling fan making noise","2025-04-13 15:57:10","EMP0453","EMP0670","Cancelled","2025-04-19 15:57:10","1422.82","256.11","1678.93","Paint","In-house","Major",True,False,"2025-04-13 15:57:10","2025-04-19 15:57:10"
"MNT000202",31,1508,"Carpentry","Medium","Mini-bar not working","2025-03-07 15:57:10","EMP0591","EMP0550","On Hold","2025-03-20 15:57:10","1160.62","208.91","1369.53","AC Filter","In-house","Major",True,True,"2025-03-07 15:57:10","2025-03-20 15:57:10"
"MNT000203",10,1458,"Pest Control","Critical","Window blind repair","2025-08-15 15:57:10","EMP0402","EMP0500","Open","2025-09-01 15:57:10","8963.26","1613.39","10576.65","Light Bulb","In-house","None",False,True,"2025-08-15 15:57:10","2025-09-01 15:57:10"
"MNT000204",46,1615,"Carpentry","High","Carpet cleaning required","2025-03-20 15:57:10","EMP0705","EMP0205","Completed","2025-04-05 15:57:10","1046.57","188.38","1234.95","AC Filter","In-house","Major",False,True,"2025-03-20 15:57:10","2025-04-05 15:57:10"
"MNT000205",35,833,"Room Cleaning","Critical","Mini-bar not working","2025-03-13 15:57:10","EMP0725","EMP0359","Completed","2025-04-01 15:57:10","11997.13","2159.48","14156.61","Light Bulb","In-house","None",True,False,"2025-03-13 15:57:10","2025-04-01 15:57:10"
"MNT000206",48,NULL,"AC Repair","Low","Mini-bar not working","2025-07-04 15:57:10","EMP0557","EMP0036","In Progress","2025-07-18 15:57:10","1945.37","350.17","2295.54","Geyser Element","In-house","Minor",False,True,"2025-07-04 15:57:10","2025-07-18 15:57:10"
"MNT000207",6,1574,"Room Cleaning","Medium","Light bulb replacement needed","2025-07-18 15:57:10","EMP0135","EMP0628","Completed","2025-07-31 15:57:10","725.82","130.65","856.47","Geyser Element","In-house","Major",False,False,"2025-07-18 15:57:10","2025-07-31 15:57:10"
