"room_id","hotel_id","room_number","room_type","bed_type","capacity","size_sqft","base_price_inr","current_status","floor_number","view_type","amenities","gst_rate_percent","created_at","updated_at"
914,6,"1025","Royal Suite","Twin",6,1141,"15309.00","Available",1,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
915,11,"1820","Standard AC","Queen",4,664,"7477.00","Occupied",1,"City View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
916,31,"1239","Standard AC","Twin",4,1408,"5808.00","Out of Order",1,"Mountain View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
917,14,"1229","Family Suite","King",2,965,"29719.00","Available",1,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
918,40,"1241","Standard AC","King",4,1221,"3594.00","Available",1,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
919,15,"146","Royal Suite","Double",3,359,"21051.00","Housekeeping",1,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
920,9,"1123","Deluxe AC","Single",8,1022,"9414.00","Occupied",1,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
921,17,"432","Garden View","Single",2,1093,"5510.00","Maintenance",4,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
922,43,"1702","Luxury Villa","Single",5,1269,"11592.00","Maintenance",1,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
923,42,"846","Presidential Suite","King",3,276,"23416.00","Housekeeping",8,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
924,49,"604","Traditional Haveli Room","Twin",1,1477,"8542.00","Occupied",6,"City View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
925,37,"1220","Presidential Suite","Single",6,889,"25344.00","Out of Order",1,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
926,23,"1821","Palace Room","Double",4,554,"10452.00","Out of Order",1,"Mountain View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
927,48,"521","Executive Room","Twin",5,730,"10126.00","Maintenance",5,"City View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
928,34,"649","Deluxe AC","Queen",5,936,"13999.00","Housekeeping",6,"City View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
929,21,"1930","Garden View","Queen",8,418,"5876.00","Available",1,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
930,10,"1848","Executive Room","Double",4,1050,"14429.00","Occupied",1,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
931,14,"1732","Business Room","King",5,249,"4428.00","Housekeeping",1,"City View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
932,21,"1907","Presidential Suite","King",6,303,"10627.00","Housekeeping",1,"City View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
933,41,"934","Heritage Room","King",7,1161,"13056.00","Available",9,"Sea View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
934,47,"427","Palace Room","Twin",6,904,"7371.00","Housekeeping",4,"Mountain View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
935,22,"2007","Presidential Suite","Single",7,444,"23505.00","Available",2,"Mountain View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
936,23,"1139","Pool View","King",8,805,"6163.00","Housekeeping",1,"City View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
937,48,"335","Heritage Room","Single",5,1174,"13304.00","Occupied",3,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
938,48,"114","Luxury Villa","Single",8,229,"23187.00","Maintenance",1,"Pool View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
939,47,"842","Honeymoon Suite","King",6,1178,"13603.00","Available",8,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
940,18,"1121","Family Suite","Twin",6,442,"26386.00","Maintenance",1,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
941,19,"210","Traditional Haveli Room","Queen",6,1098,"24792.00","Housekeeping",2,"Sea View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
942,2,"136","Garden View","Queen",7,1130,"6684.00","Available",1,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
943,16,"2031","Palace Room","Double",1,682,"16472.00","Out of Order",2,"Pool View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
944,50,"1208","Family Suite","King",8,1323,"31884.00","Maintenance",1,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
945,37,"937","Palace Room","Queen",7,1045,"8266.00","Housekeeping",9,"Mountain View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
946,28,"1443","Family Suite","Twin",6,1239,"20591.00","Out of Order",1,"Sea View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
947,45,"1306","Standard AC","Single",4,1204,"5960.00","Out of Order",1,"Sea View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
948,20,"2012","Royal Suite","Single",8,1288,"21803.00","Housekeeping",2,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
949,13,"946","Heritage Room","Queen",4,707,"16876.00","Available",9,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
950,4,"2001","Business Room","Double",7,619,"4685.00","Maintenance",2,"Sea View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
951,4,"317","Garden View","King",5,230,"6670.00","Housekeeping",3,"Forest View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
952,21,"102","Garden View","Single",2,549,"7705.00","Housekeeping",1,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
953,7,"1535","Pool View","Queen",8,1042,"7049.00","Housekeeping",1,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
954,50,"526","Standard AC","Double",3,852,"7241.00","Available",5,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
955,42,"1114","Deluxe AC","Twin",2,1131,"4549.00","Maintenance",1,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
956,47,"2010","Traditional Haveli Room","Queen",1,782,"14904.00","Housekeeping",2,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
957,15,"136","Family Suite","King",6,882,"9547.00","Available",1,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
958,18,"907","Standard AC","Twin",1,1082,"5173.00","Occupied",9,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
959,36,"113","Palace Room","Twin",8,551,"16758.00","Maintenance",1,"City View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
960,47,"2020","Presidential Suite","King",1,681,"18925.00","Housekeeping",2,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
961,45,"721","Garden View","Twin",8,1023,"6606.00","Out of Order",7,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
962,9,"1807","Family Suite","Twin",8,1481,"14493.00","Available",1,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
963,50,"143","Traditional Haveli Room","King",4,414,"14582.00","Occupied",1,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
964,27,"1650","Traditional Haveli Room","King",1,732,"9766.00","Housekeeping",1,"Sea View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
965,4,"1941","Traditional Haveli Room","Double",3,764,"21941.00","Out of Order",1,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
966,22,"1525","Heritage Room","King",2,400,"19207.00","Occupied",1,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
967,9,"504","Traditional Haveli Room","Single",7,802,"6286.00","Out of Order",5,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
968,21,"2018","Standard AC","Double",3,234,"4950.00","Available",2,"City View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
969,6,"1601","Business Room","Single",2,580,"7375.00","Maintenance",1,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
970,45,"1903","Maharaja Suite","King",3,842,"8696.00","Housekeeping",1,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
971,6,"1224","Business Room","Double",5,1489,"7833.00","Available",1,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
972,41,"405","Deluxe AC","Queen",8,446,"12654.00","Out of Order",4,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
973,43,"1303","Business Room","Queen",4,1452,"5497.00","Maintenance",1,"Mountain View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
974,4,"725","Traditional Haveli Room","Double",6,1183,"14073.00","Housekeeping",7,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
975,18,"230","Traditional Haveli Room","Single",5,225,"10985.00","Out of Order",2,"Mountain View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
976,33,"427","Heritage Room","Queen",6,1120,"7666.00","Housekeeping",4,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
977,19,"1713","Maharaja Suite","Single",5,319,"17748.00","Occupied",1,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
978,4,"836","Traditional Haveli Room","King",6,1237,"8699.00","Occupied",8,"City View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
979,27,"1121","Palace Room","Double",4,1340,"13006.00","Out of Order",1,"City View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
980,13,"1809","Pool View","Twin",4,432,"5305.00","Available",1,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
981,6,"1513","Executive Room","King",8,217,"10077.00","Occupied",1,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
982,30,"350","Presidential Suite","Double",8,501,"17423.00","Occupied",3,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
983,31,"545","Deluxe AC","Twin",4,633,"10289.00","Maintenance",5,"Forest View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
984,23,"1548","Presidential Suite","Queen",6,1014,"29149.00","Out of Order",1,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
985,47,"618","Pool View","Single",6,634,"3876.00","Out of Order",6,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
986,21,"932","Garden View","King",7,1071,"5227.00","Housekeeping",9,"Forest View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
987,35,"718","Garden View","King",5,517,"2866.00","Out of Order",7,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
988,24,"1717","Pool View","Twin",6,1007,"3794.00","Out of Order",1,"Sea View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
989,3,"427","Executive Room","Twin",1,374,"7583.00","Maintenance",4,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
990,13,"833","Pool View","King",2,1492,"7653.00","Out of Order",8,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
991,14,"1623","Deluxe AC","Queen",7,312,"14724.00","Occupied",1,"City View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
992,17,"1527","Palace Room","King",1,863,"19286.00","Housekeeping",1,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
993,8,"1908","Executive Room","Double",2,1300,"8607.00","Available",1,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
994,24,"1038","Business Room","Twin",2,838,"7788.00","Out of Order",1,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
995,5,"2037","Standard AC","Single",4,555,"7699.00","Housekeeping",2,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
996,35,"620","Presidential Suite","King",3,945,"12247.00","Housekeeping",6,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
997,32,"616","Royal Suite","Queen",7,1132,"29827.00","Housekeeping",6,"Mountain View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
998,50,"1917","Royal Suite","Double",5,1027,"10394.00","Housekeeping",1,"Sea View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
999,1,"927","Presidential Suite","Queen",1,931,"34757.00","Maintenance",9,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1000,9,"219","Palace Room","Queen",5,445,"6702.00","Maintenance",2,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1001,16,"222","Deluxe AC","Single",8,843,"5187.00","Occupied",2,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1002,37,"1310","Palace Room","Queen",6,281,"6322.00","Maintenance",1,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1003,9,"630","Royal Suite","King",6,703,"32409.00","Maintenance",6,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1004,35,"1313","Deluxe AC","Queen",7,618,"5292.00","Housekeeping",1,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1005,4,"1933","Traditional Haveli Room","Twin",4,265,"18411.00","Occupied",1,"Garden View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1006,21,"141","Business Room","Twin",3,815,"4942.00","Occupied",1,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1007,34,"1532","Garden View","Queen",7,1474,"7813.00","Out of Order",1,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1008,49,"1812","Pool View","Twin",8,1067,"3611.00","Out of Order",1,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1009,37,"909","Pool View","King",8,1467,"5729.00","Occupied",9,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1010,20,"1611","Luxury Villa","Double",5,1218,"17350.00","Occupied",1,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1011,13,"420","Business Room","Single",8,1015,"6549.00","Occupied",4,"Lake View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1012,2,"1749","Standard AC","Queen",6,1307,"7360.00","Out of Order",1,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1013,27,"2041","Traditional Haveli Room","Single",7,1456,"18164.00","Out of Order",2,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1014,50,"1826","Palace Room","Twin",1,1233,"8715.00","Out of Order",1,"Lake View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1015,23,"142","Standard AC","King",7,1238,"7664.00","Housekeeping",1,"Mountain View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1016,1,"1720","Honeymoon Suite","Single",8,1402,"30091.00","Occupied",1,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1017,30,"509","Royal Suite","Single",4,567,"15801.00","Housekeeping",5,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1018,20,"201","Traditional Haveli Room","Twin",3,573,"12977.00","Occupied",2,"Sea View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1019,10,"446","Deluxe AC","Double",5,1295,"9614.00","Available",4,"City View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1020,28,"1133","Pool View","Queen",6,703,"3361.00","Housekeeping",1,"City View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1021,27,"601","Executive Room","Double",7,755,"6597.00","Out of Order",6,"Sea View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1022,23,"716","Business Room","Single",2,1015,"6261.00","Occupied",7,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1023,44,"934","Executive Room","King",7,231,"14334.00","Housekeeping",9,"Sea View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1024,5,"933","Family Suite","Twin",2,1067,"10531.00","Available",9,"Sea View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1025,40,"1201","Luxury Villa","King",8,1025,"15647.00","Available",1,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1026,24,"1103","Executive Room","Double",2,542,"4476.00","Out of Order",1,"Sea View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1027,5,"1950","Pool View","Queen",1,255,"4440.00","Maintenance",1,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1028,6,"2031","Business Room","Single",1,638,"7597.00","Available",2,"Sea View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1029,49,"2044","Traditional Haveli Room","Queen",5,253,"24277.00","Out of Order",2,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1030,30,"1130","Luxury Villa","King",4,200,"19787.00","Housekeeping",1,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1031,5,"337","Executive Room","Queen",5,1330,"4038.00","Available",3,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1032,16,"1108","Traditional Haveli Room","Twin",2,436,"9437.00","Available",1,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1033,28,"1148","Family Suite","Queen",2,463,"15159.00","Occupied",1,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1034,45,"741","Deluxe AC","Queen",7,1405,"12052.00","Occupied",7,"Sea View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1035,12,"1547","Deluxe AC","Double",2,1133,"12112.00","Out of Order",1,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1036,42,"843","Executive Room","Twin",6,206,"13216.00","Out of Order",8,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1037,2,"219","Luxury Villa","Single",2,972,"11921.00","Maintenance",2,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1038,4,"1730","Standard AC","Twin",3,649,"4248.00","Maintenance",1,"Lake View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1039,9,"144","Family Suite","Double",8,339,"34335.00","Occupied",1,"Garden View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1040,35,"1229","Luxury Villa","King",3,1352,"27352.00","Out of Order",1,"Sea View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1041,26,"1024","Pool View","Double",2,838,"7102.00","Out of Order",1,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1042,3,"2008","Standard AC","Single",3,809,"7646.00","Out of Order",2,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1043,46,"701","Heritage Room","Queen",3,754,"18186.00","Available",7,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
