"inventory_id","hotel_id","item_name","category","current_stock","minimum_stock","maximum_stock","unit_of_measure","unit_price_inr","total_value_inr","gst_rate_percent","supplier_name","supplier_contact","supplier_gst","last_ordered_date","next_order_date","expiry_date","storage_location","hsn_code","created_at","updated_at"
"INV000224",32,"Hotel Item 224","Room Supplies",1986,297,5560,"packets","584.79","1161392.94","12.00","Hotel Essentials India","+91-79889-11374","49ABCDE2065Z5F1","2025-05-27","2025-08-27","2027-10-05","Main Store","318298","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000225",43,"Hotel Item 225","Bathroom Supplies",2502,375,7005,"rolls","180.48","451560.96","18.00","Indian Hotel Supplies Ltd","+91-94303-99016","25ABCDE7590Z5F1","2025-07-21","2025-08-21",NULL,"Kitchen Store","521457","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000226",19,"Hotel Item 226","Bathroom Supplies",1204,180,3371,"rolls","1412.66","1700842.64","5.00","Indian Hotel Supplies Ltd","+91-76635-84229","23ABCDE7937Z5F1","2025-08-11","2025-08-31","2027-12-05","Main Store","416580","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000227",21,"Hotel Item 227","Amenities",2420,363,6776,"packets","727.41","1760332.20","18.00","Hotel Essentials India","+91-69117-23560","49ABCDE3471Z5F1","2025-07-09","2025-09-07","2028-02-08","Main Store","742499","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000228",9,"Hotel Item 228","Kitchen Supplies",362,54,1013,"bottles","1325.56","479852.72","5.00","Hotel Essentials India","+91-86429-48884","25ABCDE8754Z5F1","2025-06-15","2025-09-04","2027-05-15","Kitchen Store","379474","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000229",34,"Hotel Item 229","Bathroom Supplies",1076,161,3012,"sets","1224.65","1317723.40","12.00","Hotel Essentials India","+91-98532-51093","97ABCDE8353Z5F1","2025-06-25","2025-10-03",NULL,"Kitchen Store","649261","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000230",1,"Hotel Item 230","Kitchen Supplies",1915,287,5362,"pieces","899.37","1722293.55","28.00","Hotel Essentials India","+91-77456-56697","63ABCDE6170Z5F1","2025-06-14","2025-09-28","2026-02-01","Housekeeping Store","576494","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000231",42,"Hotel Item 231","Bathroom Supplies",2851,427,7982,"units","64.58","184117.58","28.00","Hotel Essentials India","+91-79444-30101","45ABCDE4679Z5F1","2025-04-25","2025-09-15","2028-07-04","Housekeeping Store","753264","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000232",43,"Hotel Item 232","Bathroom Supplies",786,117,2200,"rolls","110.70","87010.20","28.00","Hotel Essentials India","+91-98824-10512","96ABCDE9608Z5F1","2025-05-11","2025-09-25","2026-02-05","Kitchen Store","705052","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000233",11,"Hotel Item 233","Kitchen Supplies",2446,366,6848,"units","100.54","245920.84","18.00","Indian Hotel Supplies Ltd","+91-83124-12698","86ABCDE7706Z5F1","2025-06-20","2025-09-25","2027-03-29","Housekeeping Store","927858","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000234",25,"Hotel Item 234","Kitchen Supplies",2675,401,7489,"rolls","1382.78","3698936.50","5.00","Indian Hotel Supplies Ltd","+91-91599-10699","62ABCDE3260Z5F1","2025-04-27","2025-09-29","2027-01-03","Kitchen Store","924166","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000235",6,"Hotel Item 235","Amenities",735,110,2058,"sets","743.16","546222.60","18.00","Hotel Essentials India","+91-62101-10536","78ABCDE5024Z5F1","2025-08-02","2025-10-01","2026-11-19","Kitchen Store","218177","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000236",17,"Hotel Item 236","Amenities",1971,295,5518,"pieces","1000.52","1972024.92","18.00","Hotel Essentials India","+91-75631-87454","35ABCDE9550Z5F1","2025-06-13","2025-09-11","2027-03-23","Kitchen Store","895377","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000237",36,"Hotel Item 237","Room Supplies",2152,322,6025,"rolls","853.05","1835763.60","5.00","Hotel Essentials India","+91-72421-43192","71ABCDE7045Z5F1","2025-05-26","2025-10-02","2027-11-20","Housekeeping Store","736175","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000238",43,"Hotel Item 238","Amenities",2559,383,7165,"sets","96.22","246226.98","5.00","Hotel Essentials India","+91-93071-77744","61ABCDE1003Z5F1","2025-05-10","2025-09-14","2026-12-09","Kitchen Store","564559","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000239",6,"Hotel Item 239","Bathroom Supplies",2623,393,7344,"pieces","1363.65","3576853.95","12.00","Indian Hotel Supplies Ltd","+91-73125-85123","98ABCDE8477Z5F1","2025-06-08","2025-09-15",NULL,"Kitchen Store","149219","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000240",34,"Hotel Item 240","Kitchen Supplies",1914,287,5359,"sets","163.16","312288.24","18.00","Indian Hotel Supplies Ltd","+91-79748-17577","60ABCDE1359Z5F1","2025-07-13","2025-09-28",NULL,"Main Store","311694","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000241",28,"Hotel Item 241","Bathroom Supplies",2527,379,7075,"pieces","1169.31","2954846.37","28.00","Indian Hotel Supplies Ltd","+91-61806-30418","22ABCDE2642Z5F1","2025-07-12","2025-09-13","2027-08-27","Main Store","994623","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000242",8,"Hotel Item 242","Bathroom Supplies",1690,253,4732,"sets","671.97","1135629.30","12.00","Hotel Essentials India","+91-99899-83708","79ABCDE8060Z5F1","2025-07-30","2025-09-18","2028-06-03","Kitchen Store","105565","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000243",44,"Hotel Item 243","Kitchen Supplies",1798,269,5034,"rolls","389.17","699727.66","18.00","Indian Hotel Supplies Ltd","+91-84517-13605","12ABCDE5440Z5F1","2025-07-27","2025-09-14","2026-11-13","Housekeeping Store","855467","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000244",6,"Hotel Item 244","Amenities",405,60,1134,"packets","1312.81","531688.05","5.00","Hotel Essentials India","+91-73946-16139","19ABCDE5214Z5F1","2025-07-03","2025-09-02","2027-06-22","Main Store","582365","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000245",36,"Hotel Item 245","Amenities",1199,179,3357,"units","1089.13","1305866.87","28.00","Indian Hotel Supplies Ltd","+91-65249-75460","45ABCDE9578Z5F1","2025-06-06","2025-09-09","2026-06-14","Main Store","106752","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000246",15,"Hotel Item 246","Bathroom Supplies",1393,208,3900,"packets","26.04","36273.72","12.00","Hotel Essentials India","+91-97707-23616","13ABCDE7451Z5F1","2025-07-19","2025-09-19","2027-01-29","Housekeeping Store","458931","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000247",2,"Hotel Item 247","Bathroom Supplies",1776,266,4972,"sets","562.86","999639.36","18.00","Indian Hotel Supplies Ltd","+91-86407-28406","32ABCDE7569Z5F1","2025-06-19","2025-09-01",NULL,"Housekeeping Store","330969","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000248",44,"Hotel Item 248","Room Supplies",2474,371,6927,"packets","300.55","743560.70","18.00","Indian Hotel Supplies Ltd","+91-79657-38375","90ABCDE1322Z5F1","2025-08-04","2025-08-24",NULL,"Main Store","575578","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000249",33,"Hotel Item 249","Room Supplies",1841,276,5154,"pieces","381.21","701807.61","28.00","Indian Hotel Supplies Ltd","+91-94692-38198","56ABCDE5768Z5F1","2025-05-01","2025-09-30",NULL,"Kitchen Store","974571","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000250",7,"Hotel Item 250","Kitchen Supplies",618,92,1730,"pieces","266.59","164752.62","28.00","Hotel Essentials India","+91-88985-80657","88ABCDE8157Z5F1","2025-06-02","2025-08-31","2026-05-08","Kitchen Store","614139","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000251",2,"Hotel Item 251","Amenities",1076,161,3012,"bottles","845.90","910188.40","5.00","Hotel Essentials India","+91-93162-82806","70ABCDE1695Z5F1","2025-05-22","2025-09-28",NULL,"Kitchen Store","200119","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000252",30,"Hotel Item 252","Room Supplies",2114,317,5919,"pieces","252.08","532897.12","12.00","Hotel Essentials India","+91-94404-65793","98ABCDE5489Z5F1","2025-06-16","2025-09-29","2027-03-03","Kitchen Store","741645","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000253",4,"Hotel Item 253","Bathroom Supplies",822,123,2301,"units","1402.95","1153224.90","28.00","Hotel Essentials India","+91-92997-25711","38ABCDE4910Z5F1","2025-07-18","2025-09-17",NULL,"Main Store","515225","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000254",13,"Hotel Item 254","Amenities",2403,360,6728,"pieces","522.98","1256720.94","12.00","Indian Hotel Supplies Ltd","+91-86766-97071","18ABCDE6788Z5F1","2025-06-26","2025-09-13","2026-01-29","Main Store","785092","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000255",40,"Hotel Item 255","Kitchen Supplies",2840,426,7951,"packets","215.18","611111.20","12.00","Hotel Essentials India","+91-77441-71610","12ABCDE8752Z5F1","2025-07-30","2025-08-27",NULL,"Kitchen Store","821546","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000256",23,"Hotel Item 256","Amenities",2651,397,7422,"rolls","197.76","524261.76","18.00","Indian Hotel Supplies Ltd","+91-79616-72139","96ABCDE8378Z5F1","2025-05-02","2025-08-25","2027-08-16","Main Store","434323","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000257",6,"Hotel Item 257","Room Supplies",827,124,2315,"packets","98.66","81591.82","5.00","Hotel Essentials India","+91-65329-70928","21ABCDE1533Z5F1","2025-04-21","2025-08-30","2025-11-19","Kitchen Store","157075","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000258",40,"Hotel Item 258","Bathroom Supplies",2198,329,6154,"rolls","315.95","694458.10","28.00","Indian Hotel Supplies Ltd","+91-98096-38123","65ABCDE2580Z5F1","2025-05-25","2025-09-12","2027-02-12","Kitchen Store","962955","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000259",44,"Hotel Item 259","Room Supplies",2875,431,8049,"units","838.92","2411895.00","12.00","Hotel Essentials India","+91-81509-58710","49ABCDE2365Z5F1","2025-06-24","2025-09-07",NULL,"Housekeeping Store","207915","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000260",1,"Hotel Item 260","Amenities",2176,326,6092,"bottles","1074.76","2338677.76","12.00","Hotel Essentials India","+91-72651-30702","65ABCDE7350Z5F1","2025-07-30","2025-08-23","2028-03-22","Main Store","281048","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000261",26,"Hotel Item 261","Bathroom Supplies",1609,241,4505,"sets","314.14","505451.26","5.00","Hotel Essentials India","+91-76134-67267","77ABCDE7450Z5F1","2025-04-27","2025-09-05",NULL,"Kitchen Store","613520","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000262",41,"Hotel Item 262","Kitchen Supplies",2886,432,8080,"packets","424.93","1226347.98","18.00","Indian Hotel Supplies Ltd","+91-61774-55440","35ABCDE7232Z5F1","2025-07-18","2025-09-27",NULL,"Kitchen Store","227183","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000263",23,"Hotel Item 263","Amenities",2010,301,5628,"pieces","1466.74","2948147.40","18.00","Hotel Essentials India","+91-89416-46402","86ABCDE1256Z5F1","2025-06-15","2025-09-29","2026-01-09","Kitchen Store","998057","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000264",13,"Hotel Item 264","Amenities",880,132,2464,"pieces","505.00","444400.00","12.00","Indian Hotel Supplies Ltd","+91-89262-86542","35ABCDE9830Z5F1","2025-07-19","2025-08-29","2026-09-03","Housekeeping Store","274618","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000265",8,"Hotel Item 265","Kitchen Supplies",375,56,1050,"units","609.30","228487.50","18.00","Indian Hotel Supplies Ltd","+91-73017-17526","64ABCDE1418Z5F1","2025-07-16","2025-08-24",NULL,"Kitchen Store","628210","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000266",40,"Hotel Item 266","Kitchen Supplies",1419,212,3973,"bottles","473.47","671853.93","18.00","Indian Hotel Supplies Ltd","+91-92119-92796","86ABCDE6289Z5F1","2025-06-25","2025-09-04",NULL,"Housekeeping Store","714965","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000267",22,"Hotel Item 267","Amenities",1014,152,2839,"packets","1439.46","1459612.44","5.00","Hotel Essentials India","+91-78007-29037","58ABCDE4090Z5F1","2025-04-24","2025-09-15",NULL,"Kitchen Store","789811","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000268",26,"Hotel Item 268","Amenities",1974,296,5527,"rolls","944.80","1865035.20","12.00","Hotel Essentials India","+91-75711-57763","55ABCDE6282Z5F1","2025-07-15","2025-08-29","2026-12-25","Housekeeping Store","440644","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000269",25,"Hotel Item 269","Kitchen Supplies",1794,269,5023,"pieces","302.12","542003.28","28.00","Hotel Essentials India","+91-73425-50021","19ABCDE8110Z5F1","2025-05-05","2025-08-22",NULL,"Main Store","664957","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000270",4,"Hotel Item 270","Room Supplies",355,53,993,"units","1309.86","465000.30","12.00","Indian Hotel Supplies Ltd","+91-67050-49189","94ABCDE6121Z5F1","2025-05-03","2025-09-11","2026-06-12","Housekeeping Store","421691","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000271",37,"Hotel Item 271","Bathroom Supplies",1243,186,3480,"sets","74.38","92454.34","28.00","Indian Hotel Supplies Ltd","+91-95099-14029","85ABCDE1807Z5F1","2025-06-20","2025-09-18",NULL,"Main Store","847521","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000272",48,"Hotel Item 272","Kitchen Supplies",2690,403,7531,"sets","654.92","1761734.80","5.00","Hotel Essentials India","+91-88951-28944","86ABCDE1437Z5F1","2025-05-31","2025-09-20","2027-10-05","Main Store","659323","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000273",43,"Hotel Item 273","Room Supplies",1843,276,5160,"pieces","1288.98","2375590.14","18.00","Indian Hotel Supplies Ltd","+91-99282-32622","88ABCDE1416Z5F1","2025-07-16","2025-09-06","2027-03-17","Kitchen Store","428779","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000274",17,"Hotel Item 274","Kitchen Supplies",2187,328,6123,"pieces","850.38","1859781.06","18.00","Indian Hotel Supplies Ltd","+91-84044-30577","61ABCDE1691Z5F1","2025-07-06","2025-09-11",NULL,"Kitchen Store","189472","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000275",50,"Hotel Item 275","Room Supplies",1197,179,3351,"units","557.14","666896.58","18.00","Hotel Essentials India","+91-94904-37046","28ABCDE7850Z5F1","2025-06-12","2025-09-18",NULL,"Main Store","294081","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000276",46,"Hotel Item 276","Room Supplies",759,113,2125,"sets","1111.03","843271.77","28.00","Hotel Essentials India","+91-61834-68757","44ABCDE7642Z5F1","2025-07-21","2025-09-10","2028-03-16","Main Store","557690","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000277",44,"Hotel Item 277","Room Supplies",1621,243,4538,"pieces","1173.15","1901676.15","28.00","Hotel Essentials India","+91-66071-52356","51ABCDE7925Z5F1","2025-05-23","2025-09-08","2027-10-30","Kitchen Store","391621","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000278",50,"Hotel Item 278","Room Supplies",1923,288,5384,"sets","668.38","1285294.74","18.00","Hotel Essentials India","+91-82654-11655","68ABCDE9401Z5F1","2025-05-21","2025-08-29",NULL,"Kitchen Store","779752","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000279",11,"Hotel Item 279","Amenities",2377,356,6655,"rolls","444.32","1056148.64","18.00","Indian Hotel Supplies Ltd","+91-68005-83641","60ABCDE5186Z5F1","2025-07-05","2025-09-07","2028-07-05","Main Store","938973","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000280",19,"Hotel Item 280","Bathroom Supplies",1752,262,4905,"rolls","497.87","872268.24","18.00","Hotel Essentials India","+91-61428-56418","64ABCDE3126Z5F1","2025-06-22","2025-10-03",NULL,"Kitchen Store","192874","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000281",32,"Hotel Item 281","Amenities",2109,316,5905,"pieces","855.32","1803869.88","12.00","Indian Hotel Supplies Ltd","+91-66240-36093","89ABCDE6749Z5F1","2025-06-25","2025-10-01",NULL,"Kitchen Store","473069","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000282",7,"Hotel Item 282","Kitchen Supplies",694,104,1943,"rolls","128.93","89477.42","12.00","Indian Hotel Supplies Ltd","+91-68402-71080","52ABCDE7462Z5F1","2025-07-21","2025-08-20","2026-06-27","Main Store","410566","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000283",26,"Hotel Item 283","Bathroom Supplies",1036,155,2900,"rolls","1004.80","1040972.80","28.00","Indian Hotel Supplies Ltd","+91-67317-69995","67ABCDE3909Z5F1","2025-07-04","2025-09-22","2028-07-27","Main Store","966240","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000284",26,"Hotel Item 284","Amenities",1731,259,4846,"packets","524.07","907165.17","5.00","Indian Hotel Supplies Ltd","+91-84786-25540","74ABCDE2699Z5F1","2025-07-17","2025-08-28","2026-12-17","Main Store","693927","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000285",45,"Hotel Item 285","Bathroom Supplies",573,85,1604,"bottles","117.37","67253.01","18.00","Indian Hotel Supplies Ltd","+91-63010-95206","92ABCDE2376Z5F1","2025-08-09","2025-09-01","2027-01-31","Kitchen Store","873479","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000286",48,"Hotel Item 286","Kitchen Supplies",2981,447,8346,"packets","1168.86","3484371.66","12.00","Indian Hotel Supplies Ltd","+91-91002-32403","58ABCDE4441Z5F1","2025-05-26","2025-09-22","2026-04-17","Main Store","232936","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000287",37,"Hotel Item 287","Kitchen Supplies",1373,205,3844,"sets","750.49","1030422.77","18.00","Indian Hotel Supplies Ltd","+91-73683-50027","67ABCDE7531Z5F1","2025-05-11","2025-08-21",NULL,"Housekeeping Store","723273","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000288",18,"Hotel Item 288","Kitchen Supplies",2409,361,6745,"rolls","1024.99","2469200.91","12.00","Hotel Essentials India","+91-92475-41399","63ABCDE3995Z5F1","2025-08-01","2025-08-29","2027-06-04","Housekeeping Store","645512","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000289",4,"Hotel Item 289","Bathroom Supplies",2607,391,7299,"packets","718.98","1874380.86","5.00","Hotel Essentials India","+91-92107-26895","63ABCDE7354Z5F1","2025-06-17","2025-08-29","2026-07-28","Main Store","681263","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000290",18,"Hotel Item 290","Amenities",2660,399,7447,"rolls","945.09","2513939.40","5.00","Hotel Essentials India","+91-82883-84619","86ABCDE9478Z5F1","2025-07-27","2025-09-10","2027-06-27","Housekeeping Store","966024","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000291",32,"Hotel Item 291","Bathroom Supplies",1001,150,2802,"packets","869.98","870849.98","28.00","Hotel Essentials India","+91-76077-57225","43ABCDE5619Z5F1","2025-06-10","2025-08-23","2028-01-10","Kitchen Store","711618","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000292",39,"Hotel Item 292","Kitchen Supplies",1764,264,4939,"bottles","1357.77","2395106.28","12.00","Indian Hotel Supplies Ltd","+91-71492-16367","80ABCDE5759Z5F1","2025-05-07","2025-09-30",NULL,"Main Store","401788","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000293",46,"Hotel Item 293","Amenities",118,17,330,"rolls","1180.46","139294.28","18.00","Indian Hotel Supplies Ltd","+91-79793-11819","33ABCDE5520Z5F1","2025-08-02","2025-09-10",NULL,"Main Store","520020","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000294",48,"Hotel Item 294","Room Supplies",964,144,2699,"packets","502.57","484477.48","5.00","Indian Hotel Supplies Ltd","+91-88668-50337","18ABCDE7544Z5F1","2025-04-21","2025-10-03","2028-07-27","Kitchen Store","121677","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000295",7,"Hotel Item 295","Bathroom Supplies",2965,444,8302,"pieces","865.95","2567541.75","28.00","Indian Hotel Supplies Ltd","+91-71478-10519","84ABCDE5582Z5F1","2025-07-06","2025-09-28",NULL,"Main Store","746943","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000296",24,"Hotel Item 296","Kitchen Supplies",687,103,1923,"bottles","528.07","362784.09","5.00","Hotel Essentials India","+91-75975-77501","45ABCDE4459Z5F1","2025-07-05","2025-09-18",NULL,"Housekeeping Store","954279","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000297",8,"Hotel Item 297","Amenities",2881,432,8066,"units","880.36","2536317.16","5.00","Hotel Essentials India","+91-64097-42858","23ABCDE8314Z5F1","2025-08-05","2025-09-18","2026-01-11","Housekeeping Store","549670","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000298",5,"Hotel Item 298","Room Supplies",278,41,778,"bottles","869.59","241746.02","28.00","Indian Hotel Supplies Ltd","+91-89921-65853","69ABCDE9984Z5F1","2025-05-22","2025-09-06",NULL,"Kitchen Store","897419","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000299",2,"Hotel Item 299","Bathroom Supplies",2832,424,7929,"units","1025.58","2904442.56","28.00","Indian Hotel Supplies Ltd","+91-96880-34271","26ABCDE1064Z5F1","2025-05-15","2025-09-22","2027-02-10","Kitchen Store","737385","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000300",19,"Hotel Item 300","Kitchen Supplies",1763,264,4936,"bottles","397.61","700986.43","12.00","Hotel Essentials India","+91-84778-92098","28ABCDE8458Z5F1","2025-04-22","2025-09-25","2026-01-29","Housekeeping Store","736831","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000301",20,"Hotel Item 301","Room Supplies",694,104,1943,"rolls","588.48","408405.12","12.00","Hotel Essentials India","+91-65562-81689","51ABCDE4890Z5F1","2025-06-18","2025-09-25",NULL,"Main Store","459739","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000302",17,"Hotel Item 302","Amenities",2546,381,7128,"pieces","1303.90","3319729.40","18.00","Indian Hotel Supplies Ltd","+91-67830-89817","59ABCDE3464Z5F1","2025-07-09","2025-09-07","2027-08-25","Kitchen Store","251924","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000303",43,"Hotel Item 303","Room Supplies",667,100,1867,"pieces","54.76","36524.92","28.00","Indian Hotel Supplies Ltd","+91-89740-68038","31ABCDE7594Z5F1","2025-07-13","2025-09-09","2027-08-28","Housekeeping Store","360961","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000304",48,"Hotel Item 304","Bathroom Supplies",160,24,448,"bottles","251.37","40219.20","28.00","Hotel Essentials India","+91-96927-55944","58ABCDE2454Z5F1","2025-04-28","2025-08-30",NULL,"Main Store","913570","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000305",27,"Hotel Item 305","Kitchen Supplies",2491,373,6974,"bottles","1043.71","2599881.61","18.00","Indian Hotel Supplies Ltd","+91-96410-55013","52ABCDE1865Z5F1","2025-07-10","2025-09-23",NULL,"Kitchen Store","463420","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000306",43,"Hotel Item 306","Amenities",842,126,2357,"units","1200.42","1010753.64","12.00","Indian Hotel Supplies Ltd","+91-67828-81813","47ABCDE3090Z5F1","2025-05-26","2025-09-01",NULL,"Kitchen Store","471194","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000307",10,"Hotel Item 307","Amenities",1549,232,4337,"bottles","1188.21","1840537.29","28.00","Hotel Essentials India","+91-96327-47129","98ABCDE6018Z5F1","2025-07-08","2025-09-02",NULL,"Kitchen Store","982046","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000308",15,"Hotel Item 308","Amenities",1598,239,4474,"packets","716.93","1145654.14","28.00","Indian Hotel Supplies Ltd","+91-77289-63470","18ABCDE6736Z5F1","2025-07-09","2025-08-20",NULL,"Kitchen Store","711254","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000309",45,"Hotel Item 309","Kitchen Supplies",1574,236,4407,"pieces","1415.69","2228296.06","12.00","Hotel Essentials India","+91-97140-37582","75ABCDE4029Z5F1","2025-04-21","2025-10-03",NULL,"Main Store","634490","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000310",50,"Hotel Item 310","Room Supplies",1968,295,5510,"sets","329.48","648416.64","5.00","Hotel Essentials India","+91-71880-89626","19ABCDE8907Z5F1","2025-08-01","2025-08-29",NULL,"Housekeeping Store","876225","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000311",23,"Hotel Item 311","Kitchen Supplies",685,102,1917,"rolls","324.03","221960.55","28.00","Hotel Essentials India","+91-89427-34886","33ABCDE7927Z5F1","2025-08-18","2025-09-23","2026-05-15","Housekeeping Store","208349","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000312",31,"Hotel Item 312","Bathroom Supplies",907,136,2539,"packets","147.04","133365.28","18.00","Indian Hotel Supplies Ltd","+91-93653-87558","35ABCDE1446Z5F1","2025-06-30","2025-08-21",NULL,"Kitchen Store","210492","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000313",21,"Hotel Item 313","Kitchen Supplies",296,44,828,"pieces","997.52","295265.92","18.00","Indian Hotel Supplies Ltd","+91-76666-32545","22ABCDE5905Z5F1","2025-08-05","2025-08-30","2026-02-21","Kitchen Store","417363","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000314",7,"Hotel Item 314","Bathroom Supplies",2952,442,8265,"sets","631.34","1863715.68","18.00","Hotel Essentials India","+91-83578-49950","36ABCDE4686Z5F1","2025-07-19","2025-09-04","2027-11-21","Main Store","880970","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000315",25,"Hotel Item 315","Room Supplies",2679,401,7501,"pieces","716.04","1918271.16","5.00","Hotel Essentials India","+91-64813-85306","77ABCDE6300Z5F1","2025-08-13","2025-09-05","2026-05-01","Housekeeping Store","160738","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000316",33,"Hotel Item 316","Kitchen Supplies",2251,337,6302,"sets","1379.70","3105704.70","5.00","Indian Hotel Supplies Ltd","+91-64008-27662","30ABCDE1352Z5F1","2025-07-13","2025-09-10","2027-08-05","Housekeeping Store","659715","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000317",10,"Hotel Item 317","Bathroom Supplies",1079,161,3021,"sets","1409.37","1520710.23","12.00","Hotel Essentials India","+91-96563-48276","64ABCDE4875Z5F1","2025-06-06","2025-09-22","2026-10-15","Kitchen Store","891562","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000318",15,"Hotel Item 318","Kitchen Supplies",2851,427,7982,"units","1063.15","3031040.65","12.00","Indian Hotel Supplies Ltd","+91-68445-36394","80ABCDE2995Z5F1","2025-05-10","2025-09-11","2028-05-16","Main Store","432130","2025-08-19 00:00:00","2025-08-19 00:00:00"
